posting_id,vendor_id,document_date,document_type
DOC000543,VEND0121,2026-08-27,Credit Memo
DOC000544,VEND0590,2026-07-23,Journal Entry
DOC000545,VEND0595,2026-06-21,Journal Entry
DOC000546,VEND0307,2026-05-28,Journal Entry
DOC000547,VEND0080,2026-02-12,Payment
DOC000548,VEND0742,2026-04-26,Credit Memo
DOC000549,VEND0660,2026-04-21,Credit Memo
DOC000550,VEND0438,2026-07-09,Vendor Invoice
DOC000551,VEND0452,2026-02-14,Journal Entry
DOC000552,VEND0792,2026-02-13,Credit Memo
DOC000553,VEND0229,2026-05-21,Payment
DOC000554,VEND0083,2026-02-17,Journal Entry
DOC000555,VEND0804,2026-08-20,Credit Memo
DOC000556,VEND0099,2026-01-22,Credit Memo
DOC000557,VEND0481,2026-08-15,Journal Entry
DOC000558,VEND0632,2026-01-21,Vendor Invoice
DOC000559,VEND0465,2026-03-25,Vendor Invoice
DOC000560,VEND0275,2026-04-08,Vendor Invoice
DOC000561,VEND0542,2026-06-20,Journal Entry
DOC000562,VEND0740,2026-03-15,Journal Entry
DOC000563,VEND0856,2026-03-26,Journal Entry
DOC000564,VEND0251,2026-08-22,Vendor Invoice
DOC000565,VEND0861,2026-04-14,Journal Entry
DOC000566,VEND0540,2026-08-17,Payment
DOC000567,VEND0001,2026-01-02,Vendor Invoice
DOC000568,VEND0074,2026-06-05,Vendor Invoice
DOC000569,VEND0208,2026-07-20,Credit Memo
DOC000570,VEND0268,2026-07-06,Credit Memo
DOC000571,VEND0144,2026-04-02,Payment
DOC000572,VEND0126,2026-07-20,Payment
DOC000573,VEND0871,2026-05-21,Payment
DOC000574,VEND0334,2026-01-15,Journal Entry
DOC000575,VEND0959,2026-03-14,Payment
DOC000576,VEND0867,2026-08-01,Vendor Invoice
DOC000577,VEND0757,2026-05-18,Journal Entry
DOC000578,VEND0825,2026-06-03,Vendor Invoice
DOC000579,VEND0993,2026-03-29,Credit Memo
DOC000580,VEND0864,2026-01-23,Credit Memo
DOC000581,VEND0162,2026-05-31,Vendor Invoice
DOC000582,VEND0851,2026-01-26,Credit Memo
DOC000583,VEND0236,2026-05-12,Vendor Invoice
DOC000584,VEND0279,2026-03-28,Credit Memo
DOC000585,VEND0949,2026-03-16,Journal Entry
DOC000586,VEND0338,2026-03-23,Journal Entry
DOC000587,VEND0634,2026-05-19,Credit Memo
DOC000588,VEND0146,2026-03-26,Payment
DOC000589,VEND0551,2026-03-18,Credit Memo
DOC000590,VEND0901,2026-02-26,Payment
DOC000591,VEND0551,2026-05-07,Credit Memo
DOC000592,VEND0209,2026-04-28,Journal Entry
DOC000593,VEND0594,2026-03-01,Payment
DOC000594,VEND0464,2026-02-18,Vendor Invoice
DOC000595,VEND0350,2026-05-17,Payment
DOC000596,VEND0810,2026-07-07,Credit Memo
DOC000597,VEND0330,2026-08-23,Journal Entry
DOC000598,VEND0509,2026-06-23,Vendor Invoice
DOC000599,VEND0395,2026-04-14,Payment
DOC000600,VEND0235,2026-03-11,Vendor Invoice
DOC000601,VEND0489,2026-07-20,Journal Entry
DOC000602,VEND0390,2026-04-15,Payment
DOC000603,VEND0014,2026-04-05,Credit Memo
DOC000604,VEND0215,2026-02-09,Vendor Invoice
DOC000605,VEND0873,2026-07-28,Payment
DOC000606,VEND0446,2026-05-31,Payment
DOC000607,VEND0379,2026-08-21,Vendor Invoice
DOC000608,VEND0343,2026-01-05,Payment
DOC000609,VEND0562,2026-01-04,Journal Entry
DOC000610,VEND0627,2026-08-30,Journal Entry
DOC000611,VEND0737,2026-05-29,Journal Entry
DOC000612,VEND0436,2026-04-08,Vendor Invoice
DOC000613,VEND0599,2026-05-06,Vendor Invoice
DOC000614,VEND0178,2026-01-18,Vendor Invoice
DOC000615,VEND0870,2026-06-09,Journal Entry
DOC000616,VEND0524,2026-04-18,Credit Memo
DOC000617,VEND0481,2026-05-14,Vendor Invoice
DOC000618,VEND0310,2026-05-13,Payment
DOC000619,VEND0666,2026-06-21,Payment
DOC000620,VEND0263,2026-07-16,Vendor Invoice
DOC000621,VEND0073,2026-03-14,Credit Memo
DOC000622,VEND0338,2026-07-13,Payment
DOC000623,VEND0848,2026-02-23,Journal Entry
DOC000624,VEND0794,2026-07-25,Vendor Invoice
DOC000625,VEND0472,2026-06-09,Credit Memo
DOC000626,VEND0715,2026-01-02,Payment
DOC000627,VEND0387,2026-04-02,Journal Entry
DOC000628,VEND0271,2026-03-17,Credit Memo
DOC000629,VEND0048,2026-05-17,Credit Memo
DOC000630,VEND0356,2026-03-18,Credit Memo
DOC000631,VEND0970,2026-04-18,Vendor Invoice
DOC000632,VEND0130,2026-03-23,Payment
DOC000633,VEND0210,2026-03-14,Vendor Invoice
DOC000634,VEND0823,2026-07-03,Vendor Invoice
DOC000635,VEND0745,2026-03-15,Credit Memo
DOC000636,VEND0533,2026-08-26,Payment
DOC000637,VEND0264,2026-03-29,Vendor Invoice
DOC000638,VEND0570,2026-02-13,Credit Memo
DOC000639,VEND0794,2026-02-04,Payment
DOC000640,VEND0342,2026-06-27,Payment
DOC000641,VEND0141,2026-08-05,Credit Memo
DOC000642,VEND0264,2026-02-24,Journal Entry
DOC000643,VEND0459,2026-02-05,Payment
DOC000644,VEND0863,2026-07-25,Payment
DOC000645,VEND0039,2026-02-28,Vendor Invoice
DOC000646,VEND0591,2026-06-11,Vendor Invoice
DOC000647,VEND0337,2026-03-14,Vendor Invoice
DOC000648,VEND0755,2026-05-30,Payment
DOC000649,VEND0359,2026-08-09,Credit Memo
DOC000650,VEND0300,2026-01-01,Credit Memo
DOC000651,VEND0780,2026-07-16,Journal Entry
DOC000652,VEND0860,2026-06-29,Vendor Invoice
DOC000653,VEND0579,2026-04-11,Vendor Invoice
DOC000654,VEND0608,2026-03-18,Journal Entry
DOC000655,VEND0780,2026-06-16,Journal Entry
DOC000656,VEND0226,2026-05-28,Credit Memo
DOC000657,VEND0021,2026-01-18,Vendor Invoice
DOC000658,VEND0599,2026-04-13,Vendor Invoice
DOC000659,VEND0190,2026-08-11,Credit Memo
DOC000660,VEND0202,2026-03-16,Payment
DOC000661,VEND0605,2026-08-03,Payment
DOC000662,VEND0070,2026-06-17,Credit Memo
DOC000663,VEND0056,2026-08-24,Journal Entry
DOC000664,VEND0908,2026-07-23,Payment
DOC000665,VEND0330,2026-01-02,Vendor Invoice
DOC000666,VEND0280,2026-06-27,Journal Entry
DOC000667,VEND0462,2026-01-26,Vendor Invoice
DOC000668,VEND0032,2026-07-29,Credit Memo
DOC000669,VEND0675,2026-01-24,Journal Entry
DOC000670,VEND0521,2026-06-19,Vendor Invoice
DOC000671,VEND0527,2026-01-04,Vendor Invoice
DOC000672,VEND0785,2026-07-23,Vendor Invoice
DOC000673,VEND0316,2026-06-10,Vendor Invoice
DOC000674,VEND0409,2026-06-09,Journal Entry
DOC000675,VEND0555,2026-01-17,Vendor Invoice
DOC000676,VEND0490,2026-07-14,Journal Entry
DOC000677,VEND0228,2026-03-20,Journal Entry
DOC000678,VEND0857,2026-04-29,Vendor Invoice
DOC000679,VEND0668,2026-07-10,Payment
DOC000680,VEND0331,2026-07-26,Vendor Invoice
DOC000681,VEND0637,2026-08-07,Payment
DOC000682,VEND0956,2026-07-03,Vendor Invoice
DOC000683,VEND0396,2026-06-08,Vendor Invoice
DOC000684,VEND0221,2026-06-04,Journal Entry
DOC000685,VEND0323,2026-02-02,Credit Memo
DOC000686,VEND0943,2026-07-21,Payment
DOC000687,VEND0557,2026-07-07,Credit Memo
DOC000688,VEND0840,2026-08-13,Payment
DOC000689,VEND0031,2026-05-01,Vendor Invoice
DOC000690,VEND0321,2026-03-02,Payment
DOC000691,VEND0187,2026-03-29,Payment
DOC000692,VEND0960,2026-02-19,Payment
DOC000693,VEND0712,2026-01-28,Credit Memo
DOC000694,VEND0781,2026-05-02,Journal Entry
DOC000695,VEND0480,2026-01-14,Payment
DOC000696,VEND0937,2026-03-08,Payment
DOC000697,VEND0949,2026-02-22,Payment
DOC000698,VEND0352,2026-06-03,Credit Memo
DOC000699,VEND0743,2026-04-12,Credit Memo
DOC000700,VEND0728,2026-05-29,Credit Memo
DOC000701,VEND0335,2026-02-04,Credit Memo
DOC000702,VEND0807,2026-01-07,Payment
DOC000703,VEND0840,2026-02-01,Vendor Invoice
DOC000704,VEND0113,2026-08-04,Journal Entry
DOC000705,VEND0475,2026-05-30,Payment
DOC000706,VEND0669,2026-05-20,Credit Memo
DOC000707,VEND0047,2026-01-05,Vendor Invoice
DOC000708,VEND0704,2026-04-20,Journal Entry
DOC000709,VEND0563,2026-02-23,Journal Entry
DOC000710,VEND0930,2026-07-18,Vendor Invoice
DOC000711,VEND0460,2026-04-18,Credit Memo
DOC000712,VEND0194,2026-04-03,Payment
DOC000713,VEND0502,2026-07-05,Credit Memo
DOC000714,VEND0942,2026-07-07,Vendor Invoice
DOC000715,VEND0741,2026-04-05,Journal Entry
DOC000716,VEND0704,2026-08-14,Vendor Invoice
DOC000717,VEND0709,2026-04-29,Vendor Invoice
DOC000718,VEND0695,2026-01-21,Payment
DOC000719,VEND0772,2026-07-17,Payment
DOC000720,VEND0754,2026-08-24,Vendor Invoice
DOC000721,VEND0946,2026-08-21,Vendor Invoice
DOC000722,VEND0531,2026-07-28,Credit Memo
DOC000723,VEND0067,2026-08-15,Vendor Invoice
DOC000724,VEND0949,2026-02-24,Journal Entry
DOC000725,VEND0318,2026-08-25,Credit Memo
DOC000726,VEND0263,2026-07-15,Payment
DOC000727,VEND0421,2026-06-20,Vendor Invoice
DOC000728,VEND0645,2026-02-10,Vendor Invoice
DOC000729,VEND0019,2026-07-16,Payment
DOC000730,VEND0193,2026-02-03,Payment
DOC000731,VEND0207,2026-05-05,Payment
DOC000732,VEND0648,2026-03-20,Credit Memo
DOC000733,VEND0972,2026-05-05,Journal Entry
DOC000734,VEND0274,2026-07-05,Credit Memo
DOC000735,VEND0036,2026-04-28,Credit Memo
DOC000736,VEND0728,2026-02-01,Credit Memo
DOC000737,VEND0207,2026-08-14,Payment
DOC000738,VEND0121,2026-02-22,Vendor Invoice
DOC000739,VEND0362,2026-02-17,Credit Memo
DOC000740,VEND0240,2026-08-26,Credit Memo
DOC000741,VEND0468,2026-01-06,Payment
DOC000742,VEND0715,2026-01-21,Payment
DOC000743,VEND0037,2026-08-12,Payment
DOC000744,VEND0092,2026-06-04,Journal Entry
DOC000745,VEND0497,2026-01-07,Vendor Invoice
DOC000746,VEND0608,2026-02-21,Vendor Invoice
DOC000747,VEND0314,2026-07-29,Vendor Invoice
DOC000748,VEND0249,2026-03-04,Vendor Invoice
DOC000749,VEND0633,2026-06-20,Payment
DOC000750,VEND0300,2026-08-03,Payment
DOC000751,VEND0591,2026-07-04,Payment
DOC000752,VEND0067,2026-03-16,Credit Memo
DOC000753,VEND0709,2026-01-09,Journal Entry
DOC000754,VEND0333,2026-06-10,Journal Entry
DOC000755,VEND0399,2026-04-26,Journal Entry
DOC000756,VEND0818,2026-05-16,Vendor Invoice
DOC000757,VEND0240,2026-01-02,Journal Entry
DOC000758,VEND0179,2026-03-31,Journal Entry
DOC000759,VEND0421,2026-02-15,Credit Memo
DOC000760,VEND0071,2026-02-25,Payment
DOC000761,VEND0411,2026-07-05,Credit Memo
DOC000762,VEND0552,2026-01-08,Journal Entry
DOC000763,VEND0505,2026-01-27,Credit Memo
DOC000764,VEND0186,2026-06-10,Credit Memo
DOC000765,VEND0342,2026-08-24,Credit Memo
DOC000766,VEND0114,2026-06-20,Credit Memo
DOC000767,VEND0853,2026-03-16,Payment
DOC000768,VEND0072,2026-07-06,Payment
DOC000769,VEND0856,2026-01-04,Journal Entry
DOC000770,VEND0279,2026-01-14,Payment
DOC000771,VEND0148,2026-03-14,Journal Entry
DOC000772,VEND0638,2026-04-26,Credit Memo
DOC000773,VEND0251,2026-04-12,Vendor Invoice
DOC000774,VEND0211,2026-01-21,Vendor Invoice
DOC000775,VEND0726,2026-01-08,Journal Entry
DOC000776,VEND0495,2026-08-12,Payment
DOC000777,VEND0916,2026-08-26,Payment
DOC000778,VEND0837,2026-04-19,Journal Entry
DOC000779,VEND0379,2026-01-05,Payment
DOC000780,VEND0042,2026-04-03,Journal Entry
DOC000781,VEND0854,2026-08-01,Payment
DOC000782,VEND0954,2026-08-29,Payment
DOC000783,VEND0365,2026-02-12,Payment
DOC000784,VEND0523,2026-01-11,Journal Entry
DOC000785,VEND0602,2026-01-23,Journal Entry
DOC000786,VEND0832,2026-08-05,Payment
DOC000787,VEND0799,2026-06-17,Credit Memo
DOC000788,VEND0267,2026-03-08,Credit Memo
DOC000789,VEND0996,2026-08-06,Journal Entry
DOC000790,VEND0384,2026-05-22,Payment
DOC000791,VEND0246,2026-01-17,Credit Memo
DOC000792,VEND0029,2026-02-11,Journal Entry
DOC000793,VEND0341,2026-08-17,Vendor Invoice
DOC000794,VEND0101,2026-07-18,Journal Entry
DOC000795,VEND0162,2026-01-27,Payment
DOC000796,VEND0593,2026-01-06,Credit Memo
DOC000797,VEND0459,2026-03-24,Journal Entry
DOC000798,VEND0306,2026-07-10,Journal Entry
DOC000799,VEND0167,2026-04-16,Vendor Invoice
DOC000800,VEND0784,2026-02-28,Journal Entry
DOC000801,VEND0286,2026-01-18,Journal Entry
DOC000802,VEND0891,2026-05-14,Payment
DOC000803,VEND0898,2026-02-17,Vendor Invoice
DOC000804,VEND0300,2026-05-25,Journal Entry
DOC000805,VEND0624,2026-07-19,Journal Entry
DOC000806,VEND0008,2026-06-02,Credit Memo
DOC000807,VEND0984,2026-01-10,Payment
DOC000808,VEND0194,2026-02-19,Credit Memo
DOC000809,VEND0114,2026-04-28,Vendor Invoice
DOC000810,VEND0872,2026-08-06,Credit Memo
DOC000811,VEND0691,2026-04-09,Journal Entry
DOC000812,VEND0342,2026-06-03,Credit Memo
DOC000813,VEND0210,2026-03-07,Credit Memo
DOC000814,VEND0198,2026-06-05,Journal Entry
DOC000815,VEND0655,2026-08-01,Payment
DOC000816,VEND0032,2026-02-20,Vendor Invoice
DOC000817,VEND0552,2026-06-09,Journal Entry
DOC000818,VEND0360,2026-01-29,Journal Entry
DOC000819,VEND0569,2026-05-27,Vendor Invoice
DOC000820,VEND0325,2026-01-09,Payment
DOC000821,VEND0948,2026-06-06,Payment
DOC000822,VEND0660,2026-06-15,Credit Memo
DOC000823,VEND0901,2026-02-27,Credit Memo
DOC000824,VEND0449,2026-06-07,Journal Entry
DOC000825,VEND0621,2026-04-21,Payment
DOC000826,VEND0243,2026-07-29,Credit Memo
DOC000827,VEND0827,2026-07-26,Vendor Invoice
DOC000828,VEND0337,2026-08-11,Credit Memo
DOC000829,VEND0888,2026-01-08,Vendor Invoice
DOC000830,VEND0185,2026-03-01,Journal Entry
DOC000831,VEND0743,2026-03-01,Vendor Invoice
DOC000832,VEND0506,2026-07-16,Journal Entry
DOC000833,VEND0092,2026-03-18,Payment
DOC000834,VEND0567,2026-01-11,Journal Entry
DOC000835,VEND0469,2026-02-12,Credit Memo
DOC000836,VEND0307,2026-07-15,Journal Entry
DOC000837,VEND0735,2026-04-08,Journal Entry
DOC000838,VEND0256,2026-06-10,Journal Entry
DOC000839,VEND0965,2026-07-04,Vendor Invoice
DOC000840,VEND0872,2026-02-06,Journal Entry
DOC000841,VEND0727,2026-01-05,Vendor Invoice
DOC000842,VEND0813,2026-03-07,Payment
DOC000843,VEND0115,2026-01-01,Payment
DOC000844,VEND0875,2026-01-21,Vendor Invoice
DOC000845,VEND0148,2026-03-17,Credit Memo
DOC000846,VEND0584,2026-04-29,Payment
DOC000847,VEND0589,2026-04-25,Vendor Invoice
DOC000848,VEND0296,2026-02-03,Credit Memo
DOC000849,VEND0968,2026-04-30,Payment
DOC000850,VEND0507,2026-02-10,Payment
DOC000851,VEND0056,2026-01-06,Vendor Invoice
DOC000852,VEND0756,2026-06-18,Payment
DOC000853,VEND0051,2026-06-23,Payment
DOC000854,VEND0310,2026-02-23,Vendor Invoice
DOC000855,VEND0943,2026-05-03,Payment
DOC000856,VEND0167,2026-07-29,Payment
DOC000857,VEND0594,2026-06-03,Vendor Invoice
DOC000858,VEND0378,2026-06-22,Journal Entry
DOC000859,VEND0796,2026-08-16,Vendor Invoice
DOC000860,VEND0047,2026-01-26,Payment
DOC000861,VEND0857,2026-04-27,Credit Memo
DOC000862,VEND0353,2026-03-28,Payment
DOC000863,VEND0390,2026-01-22,Payment
DOC000864,VEND0238,2026-08-11,Vendor Invoice
DOC000865,VEND0237,2026-08-05,Journal Entry
DOC000866,VEND0845,2026-04-29,Vendor Invoice
DOC000867,VEND0081,2026-03-15,Credit Memo
DOC000868,VEND0720,2026-03-25,Journal Entry
DOC000869,VEND0612,2026-01-07,Vendor Invoice
DOC000870,VEND0609,2026-08-09,Credit Memo
DOC000871,VEND0579,2026-05-21,Journal Entry
DOC000872,VEND0105,2026-08-11,Payment
DOC000873,VEND0749,2026-08-23,Journal Entry
DOC000874,VEND0413,2026-07-10,Journal Entry
DOC000875,VEND0841,2026-01-27,Payment
DOC000876,VEND0097,2026-01-23,Payment
DOC000877,VEND0665,2026-03-31,Credit Memo
DOC000878,VEND0300,2026-06-07,Vendor Invoice
DOC000879,VEND0488,2026-02-25,Credit Memo
DOC000880,VEND0857,2026-06-11,Journal Entry
DOC000881,VEND0041,2026-05-06,Journal Entry
DOC000882,VEND0666,2026-05-13,Journal Entry
DOC000883,VEND0692,2026-01-21,Payment
DOC000884,VEND0197,2026-05-29,Payment
DOC000885,VEND0954,2026-06-07,Credit Memo
DOC000886,VEND0058,2026-01-19,Credit Memo
DOC000887,VEND0298,2026-07-24,Journal Entry
DOC000888,VEND0111,2026-07-16,Credit Memo
DOC000889,VEND0402,2026-07-28,Payment
DOC000890,VEND0982,2026-08-27,Vendor Invoice
DOC000891,VEND0578,2026-04-02,Credit Memo
DOC000892,VEND0820,2026-01-07,Journal Entry
DOC000893,VEND0951,2026-08-13,Payment
DOC000894,VEND0422,2026-05-24,Vendor Invoice
DOC000895,VEND0475,2026-03-21,Journal Entry
DOC000896,VEND0684,2026-04-26,Vendor Invoice
DOC000897,VEND0643,2026-02-18,Vendor Invoice
DOC000898,VEND0875,2026-04-05,Payment
DOC000899,VEND0197,2026-07-15,Payment
DOC000900,VEND0996,2026-04-18,Journal Entry
DOC000901,VEND0806,2026-08-15,Journal Entry
DOC000902,VEND0704,2026-04-22,Vendor Invoice
DOC000903,VEND0281,2026-03-15,Credit Memo
DOC000904,VEND0438,2026-03-10,Credit Memo
DOC000905,VEND0240,2026-04-16,Payment
DOC000906,VEND0105,2026-01-22,Payment
DOC000907,VEND0898,2026-02-27,Payment
DOC000908,VEND0196,2026-03-25,Vendor Invoice
DOC000909,VEND0736,2026-03-20,Vendor Invoice
DOC000910,VEND0644,2026-03-31,Payment
DOC000911,VEND0911,2026-08-02,Payment
DOC000912,VEND0931,2026-06-04,Journal Entry
DOC000913,VEND0423,2026-05-07,Vendor Invoice
DOC000914,VEND0955,2026-08-24,Credit Memo
DOC000915,VEND0027,2026-03-16,Payment
DOC000916,VEND0776,2026-04-22,Payment
DOC000917,VEND0845,2026-06-09,Journal Entry
DOC000918,VEND0204,2026-01-06,Journal Entry
DOC000919,VEND0858,2026-07-31,Credit Memo
DOC000920,VEND0232,2026-06-27,Vendor Invoice
DOC000921,VEND0057,2026-07-05,Payment
DOC000922,VEND0037,2026-02-16,Journal Entry
DOC000923,VEND0780,2026-05-21,Credit Memo
DOC000924,VEND0271,2026-02-04,Credit Memo
DOC000925,VEND0873,2026-07-01,Vendor Invoice
DOC000926,VEND0244,2026-06-12,Credit Memo
DOC000927,VEND0353,2026-02-15,Credit Memo
DOC000928,VEND0922,2026-04-15,Credit Memo
DOC000929,VEND0460,2026-08-29,Journal Entry
DOC000930,VEND0532,2026-02-04,Vendor Invoice
DOC000931,VEND0860,2026-05-19,Credit Memo
DOC000932,VEND0074,2026-03-14,Vendor Invoice
DOC000933,VEND0542,2026-03-05,Credit Memo
DOC000934,VEND0751,2026-04-12,Journal Entry
DOC000935,VEND0578,2026-02-24,Vendor Invoice
DOC000936,VEND0717,2026-01-01,Payment
DOC000937,VEND0643,2026-01-20,Payment
DOC000938,VEND0917,2026-01-20,Journal Entry
DOC000939,VEND0730,2026-05-16,Vendor Invoice
DOC000940,VEND0523,2026-03-23,Vendor Invoice
DOC000941,VEND0932,2026-02-17,Vendor Invoice
DOC000942,VEND0647,2026-02-21,Journal Entry
DOC000943,VEND0653,2026-06-23,Vendor Invoice
DOC000944,VEND0298,2026-03-25,Vendor Invoice
DOC000945,VEND0033,2026-08-01,Payment
DOC000946,VEND0409,2026-01-17,Payment
DOC000947,VEND0883,2026-02-22,Vendor Invoice
DOC000948,VEND0053,2026-03-12,Vendor Invoice
DOC000949,VEND0571,2026-06-16,Payment
DOC000950,VEND0297,2026-04-28,Journal Entry
DOC000951,VEND0920,2026-03-11,Journal Entry
DOC000952,VEND0673,2026-08-27,Payment
DOC000953,VEND0892,2026-03-07,Payment
DOC000954,VEND0533,2026-01-14,Credit Memo
DOC000955,VEND0499,2026-04-22,Credit Memo
DOC000956,VEND0887,2026-07-03,Payment
DOC000957,VEND0833,2026-04-16,Payment
DOC000958,VEND0621,2026-04-06,Payment
DOC000959,VEND0651,2026-08-13,Credit Memo
DOC000960,VEND0685,2026-01-28,Vendor Invoice
DOC000961,VEND0311,2026-06-26,Journal Entry
DOC000962,VEND0361,2026-02-04,Journal Entry
DOC000963,VEND0701,2026-07-05,Payment
DOC000964,VEND0633,2026-04-14,Vendor Invoice
DOC000965,VEND0438,2026-06-11,Journal Entry
DOC000966,VEND0783,2026-05-18,Journal Entry
DOC000967,VEND0302,2026-06-19,Journal Entry
DOC000968,VEND0144,2026-02-21,Vendor Invoice
DOC000969,VEND0293,2026-03-05,Vendor Invoice
DOC000970,VEND0612,2026-05-04,Payment
DOC000971,VEND0899,2026-03-27,Credit Memo
DOC000972,VEND0696,2026-05-25,Vendor Invoice
DOC000973,VEND0429,2026-03-13,Payment
DOC000974,VEND0536,2026-02-28,Credit Memo
DOC000975,VEND0334,2026-04-06,Journal Entry
DOC000976,VEND0865,2026-08-03,Payment
DOC000977,VEND0104,2026-07-30,Journal Entry
DOC000978,VEND0755,2026-07-27,Credit Memo
DOC000979,VEND0714,2026-03-30,Credit Memo
DOC000980,VEND0228,2026-01-28,Credit Memo
DOC000981,VEND0935,2026-07-15,Payment
DOC000982,VEND0650,2026-03-28,Journal Entry
DOC000983,VEND0751,2026-07-02,Journal Entry
DOC000984,VEND0490,2026-07-13,Payment
DOC000985,VEND0850,2026-04-20,Payment
DOC000986,VEND0330,2026-06-15,Vendor Invoice
DOC000987,VEND0016,2026-01-26,Payment
DOC000988,VEND0160,2026-08-02,Journal Entry
DOC000989,VEND0140,2026-04-30,Vendor Invoice
DOC000990,VEND0371,2026-02-23,Vendor Invoice
DOC000991,VEND0059,2026-07-16,Journal Entry
DOC000992,VEND0525,2026-08-20,Credit Memo
DOC000993,VEND0600,2026-07-07,Credit Memo
DOC000994,VEND0379,2026-02-13,Payment
DOC000995,VEND0813,2026-06-01,Vendor Invoice
DOC000996,VEND0873,2026-03-01,Journal Entry
DOC000997,VEND0179,2026-01-29,Vendor Invoice
DOC000998,VEND0828,2026-01-14,Payment
DOC000999,VEND0333,2026-07-25,Journal Entry
