order_id,customer_id,order_date,order_status
SO00597,CUST0532,2026-01-29,Cancelled
SO00598,CUST0754,2026-07-13,In Progress
SO00599,CUST0010,2026-08-28,Cancel In Progress
SO00600,CUST0288,2026-05-12,Cancel In Progress
SO00601,CUST0248,2026-02-19,In Progress
SO00602,CUST0163,2026-02-03,Cancel In Progress
SO00603,CUST0349,2026-08-28,Cancel In Progress
SO00604,CUST0635,2026-03-21,Cancelled
SO00605,CUST0459,2026-01-22,Cancelled
SO00606,CUST0006,2026-07-30,Completed
SO00607,CUST0764,2026-02-02,Completed
SO00608,CUST0881,2026-01-14,Open
SO00609,CUST0364,2026-01-14,Cancelled
SO00610,CUST0967,2026-01-14,Completed
SO00611,CUST0103,2026-01-30,Completed
SO00612,CUST0855,2026-05-28,Cancelled
SO00613,CUST0600,2026-04-17,In Progress
SO00614,CUST0615,2026-03-02,Cancel In Progress
SO00615,CUST0848,2026-02-01,Cancelled
SO00616,CUST0370,2026-04-03,In Progress
SO00617,CUST0124,2026-02-21,Completed
SO00618,CUST0414,2026-03-08,Cancel In Progress
SO00619,CUST0411,2026-07-11,Cancel In Progress
SO00620,CUST0698,2026-05-07,Completed
SO00621,CUST0940,2026-02-12,Open
SO00622,CUST0396,2026-01-06,Cancelled
SO00623,CUST0838,2026-03-25,Cancel In Progress
SO00624,CUST0918,2026-04-07,In Progress
SO00625,CUST0736,2026-01-27,Completed
SO00626,CUST0986,2026-05-23,Completed
SO00627,CUST0159,2026-02-06,Open
SO00628,CUST0495,2026-05-05,Cancelled
SO00629,CUST0379,2026-04-08,Open
SO00630,CUST0472,2026-04-02,In Progress
SO00631,CUST0679,2026-06-13,Open
SO00632,CUST0326,2026-08-15,Cancelled
SO00633,CUST0482,2026-06-03,Cancel In Progress
SO00634,CUST0244,2026-07-11,In Progress
SO00635,CUST0525,2026-08-29,Cancel In Progress
SO00636,CUST0382,2026-02-16,Open
SO00637,CUST0961,2026-07-17,Cancel In Progress
SO00638,CUST0872,2026-03-26,Open
SO00639,CUST0199,2026-04-11,Cancel In Progress
SO00640,CUST0129,2026-06-29,In Progress
SO00641,CUST0357,2026-03-14,In Progress
SO00642,CUST0373,2026-05-18,In Progress
SO00643,CUST0450,2026-04-13,Cancel In Progress
SO00644,CUST0063,2026-04-06,Cancel In Progress
SO00645,CUST0970,2026-02-28,Cancelled
SO00646,CUST0076,2026-04-25,In Progress
SO00647,CUST0862,2026-01-22,Cancel In Progress
SO00648,CUST0103,2026-04-15,Cancel In Progress
SO00649,CUST0446,2026-07-17,Cancelled
SO00650,CUST0954,2026-08-10,Completed
SO00651,CUST0776,2026-04-28,In Progress
SO00652,CUST0525,2026-08-24,Completed
SO00653,CUST0987,2026-01-10,Cancelled
SO00654,CUST0706,2026-05-11,Cancelled
SO00655,CUST0893,2026-03-10,In Progress
SO00656,CUST0135,2026-07-27,Open
SO00657,CUST0533,2026-04-27,Cancel In Progress
SO00658,CUST0448,2026-03-23,Open
SO00659,CUST0551,2026-07-29,In Progress
SO00660,CUST0379,2026-08-21,Open
SO00661,CUST0421,2026-06-29,Cancelled
SO00662,CUST0610,2026-03-19,In Progress
SO00663,CUST0841,2026-06-03,Cancel In Progress
SO00664,CUST0281,2026-04-03,Open
SO00665,CUST0143,2026-05-05,Completed
SO00666,CUST0861,2026-08-26,Open
SO00667,CUST0161,2026-08-29,Cancel In Progress
SO00668,CUST0337,2026-07-23,Cancel In Progress
SO00669,CUST0211,2026-05-07,Completed
SO00670,CUST0879,2026-04-25,Cancelled
SO00671,CUST0788,2026-05-12,Completed
SO00672,CUST0837,2026-04-09,Cancelled
SO00673,CUST0790,2026-05-25,Completed
SO00674,CUST0833,2026-08-05,Cancel In Progress
SO00675,CUST0147,2026-07-01,Completed
SO00676,CUST0256,2026-01-12,Cancel In Progress
SO00677,CUST0018,2026-05-07,Cancelled
SO00678,CUST0636,2026-06-26,In Progress
SO00679,CUST0404,2026-04-11,In Progress
SO00680,CUST0131,2026-05-12,Cancel In Progress
SO00681,CUST0626,2026-01-28,Cancel In Progress
SO00682,CUST0926,2026-07-13,Open
SO00683,CUST0863,2026-02-09,Cancelled
SO00684,CUST0682,2026-07-31,Open
SO00685,CUST0236,2026-06-27,Cancel In Progress
SO00686,CUST0779,2026-05-26,Cancel In Progress
SO00687,CUST0627,2026-03-11,Open
SO00688,CUST0805,2026-01-15,In Progress
SO00689,CUST0025,2026-07-08,Completed
SO00690,CUST0105,2026-06-10,In Progress
SO00691,CUST0233,2026-05-21,Cancelled
SO00692,CUST0798,2026-05-13,Cancel In Progress
SO00693,CUST9003,2026-04-24,Cancelled
SO00694,CUST0462,2026-02-22,Open
SO00695,CUST0450,2026-03-27,Cancel In Progress
SO00696,CUST0611,2026-06-22,Open
SO00697,CUST0171,2026-07-20,Completed
SO00698,CUST0570,2026-08-20,Cancel In Progress
SO00699,CUST0517,2026-01-02,Open
SO00700,CUST0482,2026-05-01,Open
SO00701,CUST0951,2026-06-04,Open
SO00702,CUST0960,2026-05-06,Completed
SO00703,CUST0104,2026-03-05,Cancel In Progress
SO00704,CUST0843,2026-08-27,Open
SO00705,CUST0496,2026-07-15,Open
SO00706,CUST0080,2026-02-17,In Progress
SO00707,CUST0707,2026-04-25,Open
SO00708,CUST0996,2026-07-20,Cancel In Progress
SO00709,CUST0925,2026-07-06,Completed
SO00710,CUST0356,2026-05-22,Cancelled
SO00711,CUST0120,2026-05-28,Completed
SO00712,CUST0428,2026-03-16,Cancel In Progress
SO00713,CUST0747,2026-08-07,Cancel In Progress
SO00714,CUST0538,2026-05-12,Completed
SO00715,CUST0930,2026-04-15,Cancelled
SO00716,CUST0126,2026-05-03,In Progress
SO00717,CUST0626,2026-04-18,Open
SO00718,CUST0007,2026-07-28,Completed
SO00719,CUST0223,2026-04-24,In Progress
SO00720,CUST0892,2026-06-28,Completed
SO00721,CUST0987,2026-06-06,In Progress
SO00722,CUST0539,2026-04-04,In Progress
SO00723,CUST0256,2026-06-01,In Progress
SO00724,CUST0927,2026-03-31,Completed
SO00725,CUST0923,2026-03-04,Completed
SO00726,CUST0638,2026-07-15,Open
SO00727,CUST0878,2026-08-28,Cancel In Progress
SO00728,CUST0524,2026-03-07,Cancel In Progress
SO00729,CUST0035,2026-06-04,Cancelled
SO00730,CUST0731,2026-06-30,In Progress
SO00731,CUST0892,2026-05-30,In Progress
SO00732,CUST0401,2026-06-23,Open
SO00733,CUST0897,2026-04-18,Completed
SO00734,CUST0509,2026-06-24,In Progress
SO00735,CUST0452,2026-02-01,In Progress
SO00736,CUST0979,2026-03-22,Completed
SO00737,CUST0865,2026-07-11,In Progress
SO00738,CUST0405,2026-07-17,Completed
SO00739,CUST0551,2026-02-13,Cancelled
SO00740,CUST0922,2026-02-22,Cancel In Progress
SO00741,CUST0426,2026-08-14,Open
SO00742,CUST0226,2026-05-26,Open
SO00743,CUST0745,2026-07-27,Open
SO00744,CUST0221,2026-01-14,Open
SO00745,CUST0149,2026-01-05,Completed
SO00746,CUST0955,2026-07-20,Open
SO00747,CUST0762,2026-01-15,Cancel In Progress
SO00748,CUST0947,2026-06-12,Completed
SO00749,CUST0462,2026-08-02,In Progress
SO00750,CUST0662,2026-01-14,Cancel In Progress
SO00751,CUST0806,2026-08-24,Cancel In Progress
SO00752,CUST0842,2026-02-13,Cancel In Progress
SO00753,CUST0659,2026-06-02,In Progress
SO00754,CUST0573,2026-07-06,Completed
SO00755,CUST0286,2026-03-18,Cancelled
SO00756,CUST0589,2026-03-14,Cancelled
SO00757,CUST0265,2026-03-02,Cancel In Progress
SO00758,CUST0594,2026-02-07,Cancelled
SO00759,CUST0420,2026-05-23,Cancel In Progress
SO00760,CUST0889,2026-04-17,Open
SO00761,CUST0816,2026-01-05,Completed
SO00762,CUST0722,2026-07-24,Cancel In Progress
SO00763,CUST0716,2026-06-04,Completed
SO00764,CUST0467,2026-05-20,Cancel In Progress
SO00765,CUST0318,2026-04-12,Cancel In Progress
SO00766,CUST0814,2026-06-10,Cancelled
SO00767,CUST0810,2026-05-22,Open
SO00768,CUST0732,2026-07-31,Cancelled
SO00769,CUST0825,2026-01-29,Completed
SO00770,CUST0499,2026-02-07,Open
SO00771,CUST0685,2026-01-07,Open
SO00772,CUST0975,2026-07-08,Cancel In Progress
SO00773,CUST0439,2026-06-30,In Progress
SO00774,CUST0862,2026-01-20,Completed
SO00775,CUST0460,2026-08-22,Cancelled
SO00776,CUST0334,2026-03-16,Open
SO00777,CUST0623,2026-07-07,Open
SO00778,CUST0684,2026-04-01,Cancel In Progress
SO00779,CUST0141,2026-05-08,Completed
SO00780,CUST0997,2026-03-03,Open
SO00781,CUST0971,2026-02-01,Cancel In Progress
SO00782,CUST0717,2026-02-09,Cancel In Progress
SO00783,CUST0884,2026-02-03,Completed
SO00784,CUST0158,2026-06-30,Completed
SO00785,CUST0993,2026-04-15,Open
SO00786,CUST0340,2026-03-17,In Progress
SO00787,CUST0567,2026-04-11,Open
SO00788,CUST0276,2026-05-27,In Progress
SO00789,CUST0196,2026-04-14,Cancelled
SO00790,CUST0702,2026-03-08,In Progress
SO00791,CUST0384,2026-06-09,Open
SO00792,CUST0478,2026-08-20,Cancel In Progress
SO00793,CUST0323,2026-04-14,Cancel In Progress
SO00794,CUST0072,2026-07-08,Cancelled
SO00795,CUST0484,2026-01-02,In Progress
SO00796,CUST0427,2026-04-26,Open
SO00797,CUST0540,2026-06-03,Cancelled
SO00798,CUST0213,2026-05-17,Cancelled
SO00799,CUST0345,2026-03-24,Cancel In Progress
SO00800,CUST0203,2026-07-30,Cancel In Progress
SO00801,CUST0345,2026-04-22,In Progress
SO00802,CUST0738,2026-04-27,Completed
SO00803,CUST0404,2026-01-13,Completed
SO00804,CUST0841,2026-08-27,Completed
SO00805,CUST0636,2026-04-27,In Progress
SO00806,CUST0291,2026-06-03,Open
SO00807,CUST0593,2026-02-23,Cancel In Progress
SO00808,CUST0694,2026-06-25,Cancel In Progress
SO00809,CUST0518,2026-07-05,In Progress
SO00810,CUST0285,2026-03-20,In Progress
SO00811,CUST0390,2026-02-28,Cancel In Progress
SO00812,CUST0369,2026-02-08,In Progress
SO00813,CUST0966,2026-08-13,Cancel In Progress
SO00814,CUST0907,2026-07-20,Cancel In Progress
SO00815,CUST0167,2026-04-28,In Progress
SO00816,CUST0043,2026-07-28,Open
SO00817,CUST0395,2026-04-18,Cancelled
SO00818,CUST0728,2026-07-15,Completed
SO00819,CUST0946,2026-06-09,Open
SO00820,CUST0653,2026-03-19,Open
SO00821,CUST0253,2026-06-14,Cancel In Progress
SO00822,CUST0123,2026-04-08,Cancel In Progress
SO00823,CUST0984,2026-05-26,Open
SO00824,CUST0850,2026-03-11,Cancelled
SO00825,CUST0314,2026-07-27,In Progress
SO00826,CUST0203,2026-03-29,Open
SO00827,CUST0703,2026-08-04,In Progress
SO00828,CUST0077,2026-07-22,Cancel In Progress
SO00829,CUST0091,2026-03-31,In Progress
SO00830,CUST0124,2026-04-01,Cancel In Progress
SO00831,CUST0751,2026-05-24,Open
SO00832,CUST0008,2026-08-16,In Progress
SO00833,CUST0447,2026-03-27,Completed
SO00834,CUST0616,2026-02-13,Cancelled
SO00835,CUST0884,2026-01-27,Completed
SO00836,CUST0883,2026-07-05,Open
SO00837,CUST0396,2026-05-14,Cancelled
SO00838,CUST0634,2026-04-07,In Progress
SO00839,CUST0223,2026-01-17,Open
SO00840,CUST0438,2026-07-29,Cancelled
SO00841,CUST0720,2026-04-14,In Progress
SO00842,CUST0995,2026-05-25,Cancel In Progress
SO00843,CUST0916,2026-08-02,Open
SO00844,CUST0986,2026-06-20,Open
SO00845,CUST0113,2026-01-14,Cancel In Progress
SO00846,CUST0422,2026-07-18,Open
SO00847,CUST0098,2026-07-16,Open
SO00848,CUST0060,2026-04-17,Open
SO00849,CUST0555,2026-06-07,Cancel In Progress
SO00850,CUST0506,2026-06-29,Cancel In Progress
SO00851,CUST0322,2026-02-07,Cancel In Progress
SO00852,CUST0897,2026-02-13,Completed
SO00853,CUST0999,2026-04-23,Completed
SO00854,CUST0716,2026-03-16,Cancel In Progress
SO00855,CUST0581,2026-07-18,Completed
SO00856,CUST0923,2026-02-08,In Progress
SO00857,CUST0668,2026-05-06,Open
SO00858,CUST0002,2026-07-23,Cancelled
SO00859,CUST0444,2026-02-19,Open
SO00860,CUST9001,2026-05-16,Open
SO00861,CUST0866,2026-07-08,In Progress
SO00862,CUST0201,2026-05-30,Open
SO00863,CUST0724,2026-02-25,Completed
SO00864,CUST0919,2026-03-24,Cancel In Progress
SO00865,CUST0247,2026-01-06,Open
SO00866,CUST0225,2026-07-21,Cancelled
SO00867,CUST0639,2026-01-16,Cancelled
SO00868,CUST0510,2026-08-22,Cancelled
SO00869,CUST0920,2026-03-26,Open
SO00870,CUST0174,2026-01-13,Cancelled
SO00871,CUST0085,2026-07-24,Completed
SO00872,CUST0071,2026-01-23,Completed
SO00873,CUST0208,2026-06-16,Open
SO00874,CUST0218,2026-07-16,In Progress
SO00875,CUST0376,2026-07-28,Open
SO00876,CUST0711,2026-07-25,Cancelled
SO00877,CUST0433,2026-02-12,In Progress
SO00878,CUST0720,2026-04-12,In Progress
SO00879,CUST0948,2026-01-29,Cancelled
SO00880,CUST0715,2026-05-13,Cancelled
SO00881,CUST0435,2026-05-18,Cancelled
SO00882,CUST0661,2026-02-08,Cancel In Progress
SO00883,CUST0139,2026-04-16,Completed
SO00884,CUST0709,2026-08-28,In Progress
SO00885,CUST0409,2026-04-14,Open
SO00886,CUST0115,2026-05-15,Open
SO00887,CUST0558,2026-03-11,Completed
SO00888,CUST0714,2026-05-12,Open
SO00889,CUST0046,2026-01-22,Open
SO00890,CUST0636,2026-06-20,Cancel In Progress
SO00891,CUST0727,2026-04-01,In Progress
SO00892,CUST0405,2026-07-01,Completed
SO00893,CUST0760,2026-06-11,Cancelled
SO00894,CUST0329,2026-01-01,Cancel In Progress
SO00895,CUST0655,2026-08-29,Cancelled
SO00896,CUST0619,2026-05-15,Cancelled
SO00897,CUST0590,2026-07-12,Cancelled
SO00898,CUST0141,2026-02-13,Cancelled
SO00899,CUST0134,2026-05-03,In Progress
SO00900,CUST0137,2026-07-05,Open
SO00901,CUST0273,2026-08-17,Open
SO00902,CUST0379,2026-06-02,Open
SO00903,CUST0652,2026-03-27,Cancelled
SO00904,CUST0037,2026-08-11,Open
SO00905,CUST0439,2026-08-06,In Progress
SO00906,CUST0103,2026-01-12,Completed
SO00907,CUST0243,2026-03-27,Cancelled
SO00908,CUST0422,2026-04-23,Cancelled
SO00909,CUST0659,2026-05-17,Cancel In Progress
SO00910,CUST0036,2026-01-04,Cancelled
SO00911,CUST0737,2026-01-13,Completed
SO00912,CUST0519,2026-05-05,Cancel In Progress
SO00913,CUST0497,2026-01-15,Completed
SO00914,CUST0030,2026-07-27,Cancel In Progress
SO00915,CUST0144,2026-03-21,In Progress
SO00916,CUST0220,2026-05-22,Completed
SO00917,CUST0519,2026-07-19,Completed
SO00918,CUST0868,2026-07-11,Completed
SO00919,CUST0195,2026-07-05,Completed
SO00920,CUST0733,2026-05-11,In Progress
SO00921,CUST0735,2026-03-20,Completed
SO00922,CUST0890,2026-04-15,In Progress
SO00923,CUST0475,2026-04-16,Completed
SO00924,CUST0505,2026-02-09,In Progress
SO00925,CUST0406,2026-02-18,In Progress
SO00926,CUST0030,2026-01-21,In Progress
SO00927,CUST0560,2026-08-30,Open
SO00928,CUST0155,2026-01-12,Cancelled
SO00929,CUST0108,2026-06-23,Cancelled
SO00930,CUST0749,2026-07-26,In Progress
SO00931,CUST0867,2026-01-19,Cancel In Progress
SO00932,CUST0217,2026-08-05,Cancel In Progress
SO00933,CUST0199,2026-01-25,Cancel In Progress
SO00934,CUST0858,2026-03-27,Cancel In Progress
SO00935,CUST0042,2026-02-11,Open
SO00936,CUST0804,2026-02-09,Cancel In Progress
SO00937,CUST0204,2026-04-06,Completed
SO00938,CUST0644,2026-03-08,Cancelled
SO00939,CUST0975,2026-04-28,Completed
SO00940,CUST0439,2026-07-27,Open
SO00941,CUST0047,2026-05-13,In Progress
SO00942,CUST0713,2026-02-05,Completed
SO00943,CUST0665,2026-04-08,Cancelled
SO00944,CUST0142,2026-01-17,Completed
SO00945,CUST0063,2026-05-25,Completed
SO00946,CUST0115,2026-05-14,Completed
SO00947,CUST0830,2026-06-30,In Progress
SO00948,CUST0649,2026-02-02,Cancelled
SO00949,CUST0954,2026-02-08,Completed
SO00950,CUST0796,2026-08-03,Cancel In Progress
SO00951,CUST0405,2026-08-30,Cancel In Progress
SO00952,CUST0504,2026-03-03,Cancelled
SO00953,CUST0571,2026-04-17,Cancelled
SO00954,CUST0217,2026-06-11,Completed
SO00955,CUST0186,2026-05-03,Completed
SO00956,CUST0504,2026-08-08,Open
SO00957,CUST0869,2026-02-20,Cancelled
SO00958,CUST0216,2026-06-18,Open
SO00959,CUST0282,2026-03-04,In Progress
SO00960,CUST0293,2026-03-05,Cancelled
SO00961,CUST0729,2026-08-10,In Progress
SO00962,CUST0491,2026-06-15,In Progress
SO00963,CUST0447,2026-08-01,Open
SO00964,CUST0548,2026-08-15,In Progress
SO00965,CUST0013,2026-04-25,Cancel In Progress
SO00966,CUST0266,2026-01-06,Cancelled
SO00967,CUST0500,2026-03-16,Cancelled
SO00968,CUST0814,2026-01-02,Open
SO00969,CUST0810,2026-05-10,Completed
SO00970,CUST0982,2026-02-15,Completed
SO00971,CUST0920,2026-04-03,Open
SO00972,CUST0880,2026-08-22,Cancel In Progress
SO00973,CUST0477,2026-02-16,Open
SO00974,CUST0668,2026-03-07,Open
SO00975,CUST0729,2026-01-03,Cancelled
SO00976,CUST0125,2026-04-05,Cancel In Progress
SO00977,CUST0825,2026-05-20,Completed
SO00978,CUST0393,2026-07-03,Open
SO00979,CUST0978,2026-06-30,In Progress
SO00980,CUST0825,2026-02-13,Completed
SO00981,CUST0386,2026-04-21,Cancelled
SO00982,CUST0903,2026-05-14,Completed
SO00983,CUST0656,2026-06-04,In Progress
SO00984,CUST0512,2026-01-08,Cancelled
SO00985,CUST0795,2026-01-06,Completed
SO00986,CUST0338,2026-08-23,Open
SO00987,CUST0674,2026-03-28,Cancelled
SO00988,CUST0545,2026-02-06,Cancelled
SO00989,CUST0201,2026-03-22,Completed
SO00990,CUST0094,2026-05-12,In Progress
SO00991,CUST0256,2026-07-19,Open
SO00992,CUST0024,2026-03-07,Cancel In Progress
SO00993,CUST0502,2026-08-10,Cancel In Progress
SO00994,CUST0682,2026-06-16,Cancelled
SO00995,CUST0016,2026-07-24,Completed
SO00996,CUST0278,2026-08-04,In Progress
SO00997,CUST0235,2026-08-27,In Progress
SO00998,CUST0962,2026-03-06,Completed
SO00999,CUST0334,2026-02-28,Cancelled
