order_id,material_id,item_number,quantity,amount
SO00235,MAT0187,10,548,40864.36
SO00235,MAT0192,20,917,136018.61
SO00235,MAT0155,30,34,16553.24
SO00235,MAT0126,40,460,110013.6
SO00236,MAT0057,10,768,318896.64
SO00236,MAT0009,20,629,18530.34
SO00236,MAT0104,30,203,20864.34
SO00236,MAT0128,40,93,28561.23
SO00237,MAT0022,10,597,21933.78
SO00237,MAT0072,20,824,298180.88
SO00237,MAT0058,30,450,69408.0
SO00237,MAT0186,40,184,88542.64
SO00238,MAT0053,10,958,255441.12
SO00238,MAT0011,20,527,7994.59
SO00238,MAT0027,30,140,67845.4
SO00239,MAT0014,10,883,265641.72
SO00239,MAT0051,20,129,49677.9
SO00239,MAT0184,30,417,154256.64
SO00239,MAT0061,40,953,416413.35
SO00239,MAT0108,50,815,126968.85
SO00240,MAT0170,10,173,49784.21
SO00240,MAT0162,20,806,80051.92
SO00241,MAT0027,10,980,474917.8
SO00241,MAT0036,20,758,274608.24
SO00241,MAT0112,30,541,134498.01
SO00241,MAT0186,40,849,408547.29
SO00241,MAT0158,50,168,28586.88
SO00242,MAT0064,10,186,90728.94
SO00242,MAT0097,20,780,9547.2
SO00242,MAT0148,30,214,100179.82
SO00242,MAT0192,40,692,102644.36
SO00243,MAT0196,10,938,379824.34
SO00243,MAT0073,20,677,127079.67
SO00243,MAT0162,30,342,33967.44
SO00244,MAT0025,10,891,19058.49
SO00245,MAT0056,10,36,15997.68
SO00246,MAT0195,10,535,34373.75
SO00246,MAT0098,20,481,115656.45
SO00246,MAT0196,30,998,404120.14
SO00246,MAT0137,40,442,47722.74
SO00247,MAT0071,10,571,59229.83
SO00247,MAT0165,20,367,71858.6
SO00248,MAT0146,10,565,214027.65
SO00248,MAT0027,20,752,364426.72
SO00248,MAT0193,30,313,67432.72
SO00248,MAT0020,40,564,262051.32
SO00248,MAT0068,50,494,229512.4
SO00249,MAT0092,10,287,100817.36
SO00250,MAT0191,10,749,166907.16
SO00250,MAT0015,20,27,6092.28
SO00250,MAT0171,30,2,491.0
SO00250,MAT0076,40,805,153964.3
SO00251,MAT0165,10,88,17230.4
SO00251,MAT0184,20,160,59187.2
SO00251,MAT0101,30,381,16687.8
SO00251,MAT0031,40,514,44831.08
SO00252,MAT0170,10,618,177841.86
SO00252,MAT0003,20,596,38060.56
SO00252,MAT0057,30,421,174811.83
SO00252,MAT0021,40,28,7127.4
SO00252,MAT0197,50,233,77272.12
SO00253,MAT0137,10,723,78062.31
SO00254,MAT0041,10,914,352191.62
SO00254,MAT0062,20,391,91603.48
SO00254,MAT0105,30,132,45570.36
SO00254,MAT0177,40,495,142837.2
SO00254,MAT0158,50,545,92737.2
SO00255,MAT0064,10,797,388768.63
SO00255,MAT0030,20,352,123024.0
SO00255,MAT0043,30,657,311424.57
SO00256,MAT0102,10,65,23539.1
SO00256,MAT0112,20,138,34308.18
SO00256,MAT0191,30,911,203007.24
SO00256,MAT0102,40,705,255308.7
SO00256,MAT0138,50,585,116760.15
SO00257,MAT0086,10,225,66613.5
SO00257,MAT0107,20,502,1375.48
SO00257,MAT0099,30,644,158552.8
SO00257,MAT0071,40,106,10995.38
SO00257,MAT0144,50,751,325596.05
SO00258,MAT0078,10,801,131556.24
SO00258,MAT0034,20,399,194843.67
SO00258,MAT0083,30,263,25642.5
SO00259,MAT0064,10,38,18536.02
SO00259,MAT0081,20,535,128373.25
SO00259,MAT0134,30,608,178283.84
SO00259,MAT0122,40,383,134816.0
SO00260,MAT0021,10,124,31564.2
SO00260,MAT0138,20,652,130132.68
SO00260,MAT0035,30,41,2894.19
SO00261,MAT0165,10,156,30544.8
SO00261,MAT0115,20,78,24695.58
SO00261,MAT0085,30,979,69783.12
SO00262,MAT0073,10,240,45050.4
SO00262,MAT0090,20,629,25090.81
SO00262,MAT0091,30,916,12787.36
SO00262,MAT0194,40,263,129532.76
SO00263,MAT0093,10,737,93562.15
SO00263,MAT0169,20,936,139932.0
SO00263,MAT0035,30,949,66989.91
SO00263,MAT0059,40,552,172400.64
SO00264,MAT0031,10,26,2267.72
SO00264,MAT0002,20,844,363291.36
SO00264,MAT0065,30,93,20216.34
SO00265,MAT0067,10,479,232415.59
SO00265,MAT0139,20,7,2898.63
SO00265,MAT0168,30,633,224904.9
SO00266,MAT0159,10,63,28370.16
SO00266,MAT0064,20,899,438523.21
SO00266,MAT0010,30,656,148649.6
SO00266,MAT0093,40,134,17011.3
SO00267,MAT0066,10,971,149728.2
SO00267,MAT0195,20,8,514.0
SO00267,MAT0188,30,892,387440.2
SO00267,MAT0019,40,299,24314.68
SO00268,MAT0027,10,625,302881.25
SO00268,MAT0019,20,667,54240.44
SO00269,MAT0049,10,942,402497.76
SO00269,MAT0052,20,284,25940.56
SO00269,MAT0076,30,475,90848.5
SO00270,MAT0005,10,18,6409.8
SO00270,MAT0169,20,234,34983.0
SO00270,MAT0165,30,955,186989.0
SO00271,MAT0104,10,159,16342.02
SO00271,MAT0112,20,580,144193.8
SO00272,MAT0042,10,360,143499.6
SO00272,MAT0020,20,482,223951.66
SO00272,MAT0142,30,982,254004.12
SO00273,MAT0009,10,306,9014.76
SO00273,MAT0066,20,277,42713.4
SO00273,MAT0110,30,184,4051.68
SO00273,MAT0105,40,986,340396.78
SO00274,MAT0146,10,671,254181.51
SO00274,MAT0173,20,574,57187.62
SO00274,MAT0019,30,732,59526.24
SO00275,MAT0199,10,999,54205.74
SO00275,MAT0186,20,398,191521.58
SO00275,MAT0084,30,286,88502.7
SO00276,MAT0006,10,95,3225.25
SO00276,MAT0148,20,696,325818.48
SO00277,MAT0185,10,425,146671.75
SO00278,MAT0191,10,74,16490.16
SO00278,MAT0129,20,975,444561.0
SO00278,MAT0137,30,461,49774.17
SO00278,MAT0184,40,945,349574.4
SO00278,MAT0091,50,299,4174.04
SO00279,MAT0163,10,248,24385.84
SO00279,MAT0031,20,772,67333.84
SO00279,MAT0172,30,88,12652.64
SO00279,MAT0047,40,301,33621.7
SO00280,MAT0022,10,375,13777.5
SO00280,MAT0116,20,111,33232.29
SO00280,MAT0043,30,881,417602.81
SO00280,MAT0188,40,1,434.35
SO00280,MAT0159,50,876,394480.32
SO00281,MAT0148,10,623,291644.99
SO00281,MAT0036,20,794,287650.32
SO00281,MAT0139,30,968,400839.12
SO00281,MAT0046,40,397,126563.6
SO00282,MAT0112,10,795,197644.95
SO00282,MAT0164,20,540,88074.0
SO00283,MAT0083,10,355,34612.5
SO00283,MAT0093,20,825,104733.75
SO00283,MAT0148,30,868,406336.84
SO00284,MAT0082,10,832,243584.64
SO00284,MAT0115,20,380,120311.8
SO00285,MAT0163,10,31,3048.23
SO00285,MAT0125,20,637,118978.86
SO00286,MAT0009,10,763,22477.98
SO00286,MAT0040,20,781,160058.14
SO00287,MAT0081,10,551,132212.45
SO00288,MAT0034,10,335,163590.55
SO00288,MAT0159,20,284,127890.88
SO00289,MAT0152,10,247,81673.02
SO00289,MAT0081,20,193,46310.35
SO00289,MAT0190,30,512,21463.04
SO00290,MAT0095,10,335,11574.25
SO00290,MAT0087,20,686,110466.58
SO00290,MAT0043,30,373,176805.73
SO00290,MAT0056,40,118,52436.84
SO00291,MAT0000,10,471,223206.9
SO00291,MAT0148,20,186,87072.18
SO00291,MAT0001,30,471,151657.29
SO00291,MAT0054,40,997,186488.85
SO00292,MAT0162,10,201,19963.32
SO00292,MAT0052,20,388,35439.92
SO00292,MAT0028,30,8,984.72
SO00293,MAT0154,10,676,102021.92
SO00293,MAT0020,20,673,312695.99
SO00293,MAT0140,30,183,20045.82
SO00293,MAT0135,40,516,135088.8
SO00294,MAT0001,10,511,164536.89
SO00294,MAT0113,20,91,455.0
SO00295,MAT0128,10,638,195936.18
SO00295,MAT0148,20,480,224702.4
SO00295,MAT0059,30,864,269844.48
SO00296,MAT0145,10,570,249489.0
SO00297,MAT0035,10,576,40659.84
SO00297,MAT0088,20,756,359689.68
SO00298,MAT0098,10,914,219771.3
SO00298,MAT0035,20,938,66213.42
SO00298,MAT0153,30,296,66807.2
SO00299,MAT0100,10,847,151875.57
SO00299,MAT0047,20,953,106450.1
SO00300,MAT0198,10,818,250823.34
SO00300,MAT0161,20,945,403581.15
SO00300,MAT0061,30,875,382331.25
SO00300,MAT0175,40,950,201191.0
SO00301,MAT0035,10,301,21247.59
SO00301,MAT0059,20,538,168028.16
SO00301,MAT0094,30,280,78467.2
SO00301,MAT0023,40,752,150994.08
SO00301,MAT0074,50,978,180118.26
SO00302,MAT0117,10,539,235295.06
SO00302,MAT0077,20,446,153874.46
SO00303,MAT0007,10,614,66827.76
SO00303,MAT0053,20,76,20264.64
SO00304,MAT0026,10,145,21577.45
SO00304,MAT0073,20,787,147727.77
SO00304,MAT0090,30,909,36260.01
SO00304,MAT0153,40,356,80349.2
SO00304,MAT0147,50,887,240465.7
SO00305,MAT0095,10,801,27674.55
SO00305,MAT0025,20,587,12555.93
SO00305,MAT0153,30,602,135871.4
SO00305,MAT0068,40,188,87344.8
SO00305,MAT0185,50,272,93869.92
SO00306,MAT0049,10,411,175612.08
SO00306,MAT0041,20,886,341402.38
SO00306,MAT0007,30,856,93167.04
SO00306,MAT0020,40,906,420954.78
SO00307,MAT0096,10,327,106618.35
SO00307,MAT0032,20,24,7621.2
SO00307,MAT0023,30,768,154206.72
SO00307,MAT0009,40,408,12019.68
SO00307,MAT0106,50,145,54582.35
SO00308,MAT0124,10,266,41413.54
SO00308,MAT0181,20,69,30019.14
SO00308,MAT0138,30,712,142108.08
SO00308,MAT0140,40,592,64847.68
SO00309,MAT0024,10,649,254038.07
SO00309,MAT0109,20,682,157569.28
SO00309,MAT0188,30,736,319681.6
SO00309,MAT0116,40,557,166760.23
SO00309,MAT0056,50,417,185306.46
SO00310,MAT0110,10,133,2928.66
SO00310,MAT0092,20,881,309477.68
SO00310,MAT0198,30,367,112533.21
SO00310,MAT0154,40,763,115151.96
SO00310,MAT0000,50,688,326043.2
SO00311,MAT0115,10,653,206746.33
SO00311,MAT0100,20,460,82482.6
SO00311,MAT0139,30,530,219467.7
SO00311,MAT0103,40,741,329085.51
SO00312,MAT0183,10,919,261290.08
SO00312,MAT0070,20,420,149986.2
SO00313,MAT0037,10,700,304031.0
SO00313,MAT0150,20,108,41740.92
SO00313,MAT0059,30,989,308884.48
SO00313,MAT0048,40,774,161495.1
SO00313,MAT0151,50,79,24328.84
SO00314,MAT0143,10,816,377963.04
SO00314,MAT0173,20,196,19527.48
SO00315,MAT0127,10,584,270327.76
SO00315,MAT0090,20,774,30874.86
SO00315,MAT0176,30,510,220391.4
SO00315,MAT0122,40,934,328768.0
SO00315,MAT0152,50,244,80681.04
SO00316,MAT0055,10,106,1418.28
SO00317,MAT0188,10,427,185467.45
SO00317,MAT0048,20,505,105368.25
SO00318,MAT0008,10,874,155178.7
SO00318,MAT0198,20,401,122958.63
SO00319,MAT0160,10,182,78875.16
SO00319,MAT0115,20,700,221627.0
SO00319,MAT0032,30,668,212123.4
SO00319,MAT0185,40,259,89383.49
SO00320,MAT0130,10,232,28146.24
SO00320,MAT0078,20,749,123015.76
SO00320,MAT0188,30,938,407420.3
SO00321,MAT0183,10,113,32128.16
SO00321,MAT0084,20,36,11140.2
SO00321,MAT0170,30,110,31654.7
SO00321,MAT0029,40,956,37599.48
SO00321,MAT0185,50,417,143910.87
SO00322,MAT0055,10,938,12550.44
SO00322,MAT0028,20,870,107088.3
SO00322,MAT0170,30,913,262734.01
SO00323,MAT0103,10,497,220722.67
SO00323,MAT0097,20,957,11713.68
SO00324,MAT0025,10,172,3679.08
SO00324,MAT0037,20,558,242356.14
SO00325,MAT0033,10,247,96799.3
SO00325,MAT0056,20,207,91986.66
SO00326,MAT0099,10,479,117929.8
SO00327,MAT0170,10,398,114532.46
SO00327,MAT0081,20,68,16316.6
SO00327,MAT0122,30,444,156288.0
SO00327,MAT0173,40,944,94050.72
SO00327,MAT0028,50,223,27449.07
SO00328,MAT0060,10,166,25233.66
SO00328,MAT0189,20,860,12882.8
SO00329,MAT0036,10,477,172807.56
SO00329,MAT0008,20,773,137246.15
SO00330,MAT0144,10,764,331232.2
SO00330,MAT0015,20,427,96348.28
SO00331,MAT0188,10,944,410026.4
SO00331,MAT0029,20,135,5309.55
SO00331,MAT0128,30,727,223268.97
SO00331,MAT0187,40,99,7382.43
SO00332,MAT0034,10,712,347690.96
SO00332,MAT0097,20,136,1664.64
SO00332,MAT0120,30,992,47149.76
SO00333,MAT0006,10,932,31641.4
SO00333,MAT0195,20,532,34181.0
SO00333,MAT0198,30,375,114986.25
SO00333,MAT0197,40,834,276587.76
SO00334,MAT0112,10,839,208583.79
SO00335,MAT0088,10,723,343988.94
SO00335,MAT0184,20,274,101358.08
SO00335,MAT0081,30,899,215715.05
SO00335,MAT0012,40,260,65774.8
SO00335,MAT0155,50,391,190362.26
SO00336,MAT0078,10,4,656.96
SO00337,MAT0177,10,63,18179.28
SO00338,MAT0159,10,756,340441.92
SO00338,MAT0035,20,366,25835.94
SO00338,MAT0192,30,501,74313.33
SO00338,MAT0028,40,289,35573.01
SO00339,MAT0144,10,255,110555.25
SO00340,MAT0019,10,382,31064.24
SO00340,MAT0034,20,644,314484.52
SO00341,MAT0066,10,646,99613.2
SO00341,MAT0094,20,681,190843.44
SO00341,MAT0098,30,553,132968.85
SO00342,MAT0021,10,736,187348.8
SO00342,MAT0168,20,689,244801.7
SO00342,MAT0019,30,681,55378.92
SO00343,MAT0199,10,764,41454.64
SO00343,MAT0114,20,489,40459.86
SO00343,MAT0058,30,627,96708.48
SO00343,MAT0116,40,50,14969.5
SO00344,MAT0098,10,239,57467.55
SO00344,MAT0090,20,442,17631.38
SO00345,MAT0030,10,448,156576.0
SO00345,MAT0002,20,644,277203.36
SO00346,MAT0019,10,91,7400.12
SO00346,MAT0053,20,670,178648.8
SO00347,MAT0191,10,82,18272.88
SO00347,MAT0140,20,693,75911.22
SO00347,MAT0144,30,718,311288.9
SO00347,MAT0030,40,832,290784.0
SO00347,MAT0165,50,504,98683.2
SO00348,MAT0038,10,706,154437.5
SO00348,MAT0070,20,307,109632.77
SO00348,MAT0101,30,68,2978.4
SO00349,MAT0096,10,581,189435.05
SO00349,MAT0115,20,791,250438.51
SO00349,MAT0111,30,961,19565.96
SO00350,MAT0173,10,830,82692.9
SO00351,MAT0113,10,522,2610.0
SO00351,MAT0037,20,120,52119.6
SO00351,MAT0177,30,34,9811.04
SO00352,MAT0106,10,889,334646.27
SO00352,MAT0041,20,854,329071.82
SO00352,MAT0045,30,215,69754.6
SO00352,MAT0194,40,613,301914.76
SO00352,MAT0010,50,940,213004.0
SO00353,MAT0186,10,82,39459.22
SO00353,MAT0148,20,95,44472.35
SO00353,MAT0031,30,889,77538.58
SO00353,MAT0033,40,219,85826.1
SO00353,MAT0059,50,315,98380.8
SO00354,MAT0000,10,967,458261.3
SO00354,MAT0156,20,801,354730.86
SO00354,MAT0118,30,603,129150.54
SO00355,MAT0182,10,233,58820.85
SO00356,MAT0044,10,679,92004.5
SO00356,MAT0129,20,760,346529.6
SO00356,MAT0094,30,866,242687.84
SO00357,MAT0165,10,324,63439.2
SO00357,MAT0069,20,337,133236.32
SO00357,MAT0151,30,59,18169.64
SO00357,MAT0009,40,399,11754.54
SO00357,MAT0074,50,528,97241.76
SO00358,MAT0129,10,633,288622.68
SO00359,MAT0108,10,150,23368.5
SO00359,MAT0110,20,429,9446.58
SO00359,MAT0133,30,459,210194.46
SO00359,MAT0069,40,807,319055.52
SO00359,MAT0199,50,66,3581.16
SO00360,MAT0092,10,242,85009.76
SO00361,MAT0038,10,471,103031.25
SO00361,MAT0022,20,100,3674.0
SO00361,MAT0095,30,348,12023.4
SO00361,MAT0079,40,796,134428.48
SO00361,MAT0188,50,524,227599.4
SO00362,MAT0148,10,902,422253.26
SO00362,MAT0191,20,729,162450.36
SO00362,MAT0178,30,25,10322.75
SO00362,MAT0082,40,543,158974.11
SO00363,MAT0122,10,783,275616.0
SO00363,MAT0046,20,138,43994.4
SO00364,MAT0014,10,711,213897.24
SO00365,MAT0114,10,652,53946.48
SO00365,MAT0120,20,909,43204.77
SO00365,MAT0182,30,698,176210.1
SO00365,MAT0119,40,21,2268.0
SO00365,MAT0041,50,343,132168.19
SO00366,MAT0077,10,289,99707.89
SO00366,MAT0138,20,255,50895.45
SO00367,MAT0092,10,417,146483.76
SO00368,MAT0062,10,860,201480.8
SO00369,MAT0122,10,23,8096.0
SO00370,MAT0027,10,552,267504.72
SO00370,MAT0027,20,529,256358.69
SO00370,MAT0024,30,92,36011.56
SO00370,MAT0031,40,324,28259.28
SO00370,MAT0076,50,871,166587.46
SO00371,MAT0064,10,469,228773.51
SO00371,MAT0128,20,891,273635.01
SO00372,MAT0141,10,95,39201.75
SO00372,MAT0073,20,623,116943.33
SO00372,MAT0114,30,188,15555.12
SO00372,MAT0078,40,521,85569.04
SO00373,MAT0162,10,953,94651.96
SO00374,MAT0066,10,647,99767.4
SO00375,MAT0002,10,951,409348.44
SO00375,MAT0071,20,440,45641.2
SO00376,MAT0184,10,600,221952.0
SO00377,MAT0061,10,877,383205.15
SO00377,MAT0070,20,188,67136.68
SO00377,MAT0016,30,840,73264.8
SO00377,MAT0155,40,840,408962.4
SO00377,MAT0023,50,214,42969.06
SO00378,MAT0167,10,65,29016.65
SO00378,MAT0024,20,534,209023.62
SO00378,MAT0191,30,977,217714.68
SO00379,MAT0117,10,936,408601.44
SO00379,MAT0068,20,181,84092.6
SO00379,MAT0187,30,573,42728.61
SO00379,MAT0115,40,545,172552.45
SO00380,MAT0178,10,195,80517.45
SO00381,MAT0134,10,72,21112.56
SO00382,MAT0068,10,425,197455.0
SO00382,MAT0053,20,568,151451.52
SO00382,MAT0023,30,779,156415.41
SO00382,MAT0185,40,482,166343.02
SO00383,MAT0194,10,643,316690.36
SO00383,MAT0158,20,778,132384.48
SO00383,MAT0110,30,653,14379.06
SO00384,MAT0138,10,737,147097.83
SO00384,MAT0119,20,61,6588.0
SO00384,MAT0186,30,295,141956.95
SO00385,MAT0084,10,567,175458.15
SO00385,MAT0034,20,646,315461.18
SO00385,MAT0141,30,426,175788.9
SO00385,MAT0001,40,286,92089.14
SO00386,MAT0103,10,171,75942.81
SO00386,MAT0024,20,971,380078.53
SO00386,MAT0050,30,200,89206.0
SO00386,MAT0112,40,262,65135.82
SO00386,MAT0079,50,38,6417.44
SO00387,MAT0047,10,28,3127.6
SO00387,MAT0151,20,341,105014.36
SO00387,MAT0152,30,986,326030.76
SO00387,MAT0077,40,640,220806.4
SO00388,MAT0036,10,106,38401.68
SO00389,MAT0031,10,403,35149.66
SO00389,MAT0189,20,478,7160.44
SO00390,MAT0094,10,299,83791.76
SO00390,MAT0168,20,356,126486.8
SO00390,MAT0095,30,438,15132.9
SO00391,MAT0003,10,385,24586.1
SO00391,MAT0013,20,3,1382.85
SO00391,MAT0196,30,870,352289.1
SO00391,MAT0186,40,565,271883.65
SO00392,MAT0059,10,989,308884.48
SO00392,MAT0049,20,663,283286.64
SO00392,MAT0161,30,668,285282.76
SO00392,MAT0051,40,141,54299.1
SO00393,MAT0051,10,228,87802.8
SO00394,MAT0005,10,687,244640.7
SO00394,MAT0073,20,113,21211.23
SO00395,MAT0054,10,737,137855.85
SO00395,MAT0100,20,854,153130.74
SO00395,MAT0102,30,895,324115.3
SO00396,MAT0061,10,502,219348.9
SO00396,MAT0197,20,412,136635.68
SO00396,MAT0159,30,634,285502.88
SO00396,MAT0006,40,335,11373.25
SO00397,MAT0121,10,276,8395.92
SO00397,MAT0107,20,748,2049.52
SO00397,MAT0032,30,465,147660.75
SO00397,MAT0026,40,890,132440.9
SO00397,MAT0090,50,854,34066.06
SO00398,MAT0105,10,568,196090.64
SO00398,MAT0048,20,259,54040.35
SO00398,MAT0009,30,6,176.76
SO00398,MAT0118,40,583,124866.94
SO00398,MAT0030,50,380,132810.0
SO00399,MAT0022,10,846,31082.04
SO00400,MAT0159,10,491,221107.12
SO00400,MAT0032,20,107,33977.85
SO00400,MAT0064,30,367,179018.93
SO00401,MAT0000,10,993,470582.7
SO00401,MAT0108,20,249,38791.71
SO00401,MAT0058,30,32,4935.68
SO00401,MAT0048,40,22,4590.3
SO00401,MAT0127,50,445,205986.05
SO00402,MAT0094,10,787,220548.88
SO00402,MAT0111,20,810,16491.6
SO00402,MAT0004,30,46,19993.44
SO00403,MAT0056,10,662,294179.56
SO00404,MAT0017,10,166,18211.86
SO00404,MAT0105,20,956,330039.88
SO00405,MAT0193,10,835,179892.4
SO00405,MAT0162,20,602,59790.64
SO00405,MAT0155,30,504,245377.44
SO00406,MAT0001,10,387,124610.13
SO00406,MAT0073,20,315,59128.65
SO00407,MAT0046,10,688,219334.4
SO00407,MAT0034,20,603,294462.99
SO00407,MAT0149,30,83,25735.81
SO00407,MAT0158,40,772,131363.52
SO00408,MAT0104,10,397,40803.66
SO00408,MAT0000,20,801,379593.9
SO00408,MAT0061,30,359,156865.05
SO00409,MAT0067,10,223,108201.83
SO00409,MAT0155,20,926,450832.36
SO00409,MAT0116,30,569,170352.91
SO00409,MAT0086,40,23,6809.38
SO00409,MAT0013,50,766,353087.7
SO00410,MAT0108,10,797,124164.63
SO00410,MAT0096,20,152,49559.6
SO00410,MAT0053,30,855,227977.2
SO00410,MAT0075,40,659,60634.59
SO00410,MAT0083,50,792,77220.0
SO00411,MAT0092,10,94,33020.32
SO00411,MAT0064,20,306,149263.74
SO00411,MAT0104,30,32,3288.96
SO00411,MAT0175,40,204,43203.12
SO00411,MAT0158,50,730,124216.8
SO00412,MAT0172,10,325,46728.5
SO00412,MAT0068,20,224,104070.4
SO00412,MAT0124,30,152,23664.88
SO00412,MAT0145,40,979,428508.3
SO00413,MAT0000,10,506,239793.4
SO00413,MAT0165,20,754,147633.2
SO00413,MAT0006,30,804,27295.8
SO00413,MAT0170,40,517,148777.09
SO00413,MAT0161,50,47,20072.29
SO00414,MAT0119,10,57,6156.0
SO00414,MAT0158,20,557,94779.12
SO00415,MAT0116,10,826,247296.14
SO00415,MAT0158,20,814,138510.24
SO00415,MAT0084,30,890,275410.5
SO00415,MAT0042,40,826,329251.86
SO00416,MAT0083,10,592,57720.0
SO00416,MAT0060,20,714,108535.14
SO00417,MAT0032,10,466,147978.3
SO00417,MAT0140,20,60,6572.4
SO00417,MAT0088,30,556,264533.68
SO00418,MAT0084,10,566,175148.7
SO00418,MAT0038,20,491,107406.25
SO00419,MAT0111,10,432,8795.52
SO00420,MAT0191,10,146,32534.64
SO00420,MAT0076,20,536,102515.36
SO00421,MAT0064,10,84,40974.36
SO00421,MAT0184,20,649,240078.08
SO00422,MAT0022,10,771,28326.54
SO00422,MAT0006,20,471,15990.45
SO00422,MAT0122,30,967,340384.0
SO00422,MAT0065,40,505,109776.9
SO00422,MAT0134,50,116,34014.68
SO00423,MAT0176,10,364,157298.96
SO00423,MAT0090,20,904,36060.56
SO00423,MAT0097,30,796,9743.04
SO00423,MAT0073,40,598,112250.58
SO00424,MAT0084,10,281,86955.45
SO00424,MAT0138,20,957,191007.63
SO00425,MAT0115,10,828,262153.08
SO00425,MAT0062,20,221,51775.88
SO00425,MAT0035,30,717,50613.03
SO00426,MAT0027,10,739,358126.79
SO00426,MAT0063,20,446,56169.24
SO00427,MAT0196,10,267,108116.31
SO00427,MAT0122,20,158,55616.0
SO00427,MAT0144,30,608,263598.4
SO00427,MAT0137,40,280,30231.6
SO00428,MAT0081,10,213,51109.35
SO00428,MAT0084,20,554,171435.3
SO00428,MAT0009,30,337,9928.02
SO00428,MAT0025,40,134,2866.26
SO00429,MAT0022,10,503,18480.22
SO00429,MAT0101,20,429,18790.2
SO00429,MAT0127,30,175,81005.75
SO00429,MAT0184,40,437,161655.04
SO00430,MAT0142,10,972,251417.52
SO00430,MAT0156,20,973,430902.78
SO00430,MAT0150,30,50,19324.5
SO00430,MAT0134,40,578,169486.94
SO00430,MAT0021,50,233,59310.15
SO00431,MAT0070,10,383,136773.13
SO00431,MAT0032,20,552,175287.6
SO00431,MAT0130,30,805,97662.6
SO00431,MAT0185,40,182,62810.02
SO00432,MAT0120,10,203,9648.59
SO00432,MAT0023,20,213,42768.27
SO00432,MAT0050,30,381,169937.43
SO00432,MAT0147,40,763,206849.3
SO00433,MAT0137,10,465,50206.05
SO00434,MAT0060,10,784,119175.84
SO00434,MAT0135,20,773,202371.4
SO00434,MAT0045,30,18,5839.92
SO00434,MAT0198,40,542,166193.46
SO00435,MAT0036,10,365,132232.2
SO00435,MAT0034,20,563,274929.79
SO00435,MAT0032,30,638,202596.9
SO00436,MAT0088,10,426,202682.28
SO00437,MAT0143,10,743,344150.17
SO00437,MAT0124,20,23,3580.87
SO00438,MAT0070,10,774,276403.14
SO00438,MAT0050,20,268,119536.04
SO00438,MAT0090,30,994,39650.66
SO00439,MAT0052,10,72,6576.48
SO00439,MAT0108,20,738,114973.02
SO00439,MAT0184,30,305,112825.6
SO00439,MAT0180,40,554,61399.82
SO00439,MAT0153,50,38,8576.6
SO00440,MAT0162,10,664,65948.48
SO00440,MAT0048,20,76,15857.4
SO00440,MAT0040,30,808,165591.52
SO00441,MAT0138,10,286,57082.74
SO00441,MAT0018,20,828,388224.36
SO00441,MAT0138,30,272,54288.48
SO00441,MAT0138,40,214,42712.26
SO00442,MAT0004,10,704,305986.56
SO00442,MAT0034,20,73,35648.09
SO00442,MAT0096,30,321,104662.05
SO00442,MAT0195,40,134,8609.5
SO00443,MAT0033,10,977,382886.3
SO00443,MAT0101,20,396,17344.8
SO00443,MAT0021,30,312,79419.6
SO00444,MAT0029,10,785,30874.05
SO00445,MAT0112,10,167,41517.87
SO00445,MAT0194,20,135,66490.2
SO00445,MAT0173,30,855,85183.65
SO00445,MAT0172,40,211,30337.58
SO00446,MAT0152,10,638,210961.08
SO00447,MAT0138,10,46,9181.14
SO00448,MAT0112,10,967,240405.87
SO00448,MAT0129,20,495,225700.2
SO00448,MAT0050,30,506,225691.18
SO00448,MAT0079,40,567,95754.96
SO00448,MAT0088,50,186,88495.08
SO00449,MAT0059,10,682,213002.24
SO00449,MAT0074,20,708,130392.36
SO00450,MAT0015,10,256,57763.84
SO00450,MAT0006,20,564,19147.8
SO00450,MAT0100,30,541,97006.71
SO00451,MAT0170,10,599,172374.23
SO00451,MAT0159,20,178,80156.96
SO00451,MAT0094,30,283,79307.92
SO00451,MAT0092,40,491,172478.48
SO00452,MAT0073,10,815,152983.65
SO00452,MAT0144,20,849,368083.95
SO00452,MAT0171,30,685,168167.5
SO00453,MAT0070,10,625,223193.75
SO00454,MAT0166,10,501,196913.04
SO00454,MAT0051,20,608,234140.8
SO00454,MAT0017,30,912,100055.52
SO00454,MAT0051,40,789,303843.9
SO00455,MAT0123,10,460,168668.2
SO00455,MAT0002,20,135,58109.4
SO00455,MAT0034,30,497,242700.01
SO00456,MAT0048,10,962,200721.3
SO00456,MAT0158,20,47,7997.52
SO00456,MAT0192,30,514,76241.62
SO00457,MAT0026,10,4,595.24
SO00457,MAT0102,20,195,70617.3
SO00457,MAT0126,30,889,212613.24
SO00458,MAT0084,10,790,244465.5
SO00458,MAT0075,20,989,90997.89
SO00458,MAT0137,30,215,23213.55
SO00458,MAT0130,40,97,11768.04
SO00459,MAT0125,10,289,53979.42
SO00459,MAT0155,20,744,362223.84
SO00459,MAT0088,30,553,263106.34
SO00459,MAT0149,40,327,101392.89
SO00460,MAT0191,10,492,109637.28
SO00461,MAT0115,10,693,219410.73
SO00461,MAT0141,20,637,262858.05
SO00461,MAT0102,30,154,55769.56
SO00462,MAT0127,10,107,49529.23
SO00463,MAT0061,10,117,51123.15
SO00463,MAT0086,20,180,53290.8
SO00464,MAT0029,10,144,5663.52
SO00464,MAT0148,20,687,321605.31
