vendor_id,vendor_name,city,country
VEND0459,Phelps PLC,North Kelly,Lithuania
VEND0460,Decker-Patel,East Melissaburgh,Cook Islands
VEND0461,"Garcia, Barker and Chapman",Johnsonmouth,Saint Martin
VEND0462,"Long, Johnson and Blackwell",East Brenda,Mozambique
VEND0463,"Davis, Anderson and Cobb",Jamesville,Bhutan
VEND0464,Parker Group,Lake Danny,Mongolia
VEND0465,Bowers-Collins,Lake Christinestad,British Virgin Islands
VEND0466,Jacobson Group,Port Heatherborough,Jamaica
VEND0467,White Inc,Christineville,United States of America
VEND0468,Edwards and Sons,Briannaside,El Salvador
VEND0469,Sutton PLC,North William,Togo
VEND0470,"Howard, Thomas and York",Lake Victor,Madagascar
VEND0471,"King, Johnson and White",Mackport,Korea
VEND0472,Mccullough PLC,South Dennis,Guatemala
VEND0473,Campos-Brown,Amandafurt,Gibraltar
VEND0474,"Goodman, Young and Davis",Krystalview,Nicaragua
VEND0475,Blevins-Garcia,East Frederickfort,Sri Lanka
VEND0476,"Powell, Gill and Hernandez",Danielleburgh,Bhutan
VEND0477,Thomas Inc,West Robert,Macao
VEND0478,Doyle-Reyes,Mitchellton,Papua New Guinea
VEND0479,Rodriguez-Conner,West Tyler,Netherlands
VEND0480,Reeves Ltd,West Roseshire,Albania
VEND0481,"Jacobs, Campbell and Watson",Jonesfort,Saudi Arabia
VEND0482,Harris-Benson,South Joshua,British Indian Ocean Territory (Chagos Archipelago)
VEND0483,"Brown, Thomas and Daniels",East Rodneyfurt,Austria
VEND0484,Jones Group,East Steven,Mali
VEND0485,Cooper and Sons,West Johnport,Nauru
VEND0486,Simmons-Hernandez,Johnfurt,Falkland Islands (Malvinas)
VEND0487,"Powell, Shannon and Kelley",Savagetown,Libyan Arab Jamahiriya
VEND0488,"Carter, Brady and Little",Hickston,Lithuania
VEND0489,Price Ltd,Brendahaven,Chad
VEND0490,"Crawford, Collins and Drake",Lake Katie,United Kingdom
VEND0491,Mendoza-Young,North Christopherville,Montserrat
VEND0492,Alvarez-Martin,Lake Christopherview,Sweden
VEND0493,Rios Inc,New Richardmouth,Yemen
VEND0494,"Salinas, Middleton and Haney",Kylehaven,Hong Kong
VEND0495,Mills LLC,North Amandachester,Guatemala
VEND0496,Lopez PLC,East Amandaland,Solomon Islands
VEND0497,Garcia LLC,Joelville,Kuwait
VEND0498,Rodriguez PLC,West Kyle,Lao People's Democratic Republic
VEND0499,"Mckee, Serrano and Moore",Port Allison,Pitcairn Islands
VEND0500,Gonzalez-Garcia,North Joshuafurt,Wallis and Futuna
VEND0501,Wallace Group,West Alison,Congo
VEND0502,Webb LLC,West Lindsey,Cote d'Ivoire
VEND0503,Adams LLC,Michaelville,Qatar
VEND0504,Thompson-Lee,Rachelchester,Kenya
VEND0505,"Chen, Parker and Nguyen",Kentton,Mozambique
VEND0506,Duncan-Olson,Lake Jeanchester,United Arab Emirates
VEND0507,"Walters, Tapia and Harper",Lopezland,Pakistan
VEND0508,"Hendricks, Callahan and Nguyen",Michaelshire,Puerto Rico
VEND0509,Wallace-Curtis,Tanyahaven,Indonesia
VEND0510,Franco Inc,North Clairemouth,Maldives
VEND0511,Clarke-Butler,Andersonport,Norfolk Island
VEND0512,Blackburn-Whitaker,Silvamouth,Argentina
VEND0513,Bradshaw-Jones,Danielview,Sweden
VEND0514,"Valentine, Hill and Love",Lake Robertfort,Guernsey
VEND0515,Smith Inc,Christopherburgh,Palestinian Territory
VEND0516,Griffin Inc,Shanemouth,Iran
VEND0517,Humphrey Ltd,East Mark,North Macedonia
VEND0518,"Morales, Delacruz and Nguyen",North Ebony,Thailand
VEND0519,Duke-Smith,Lake Stacyfurt,Saint Vincent and the Grenadines
VEND0520,Johnston LLC,Anthonyshire,Suriname
VEND0521,Collins-Gilbert,Laurachester,Japan
VEND0522,Price and Sons,Orozcofurt,Andorra
VEND0523,Hinton Group,Brownport,China
VEND0524,Coleman Ltd,Aguilarmouth,Hungary
VEND0525,Ramos and Sons,Lake Haileyshire,Libyan Arab Jamahiriya
VEND0526,Hart Ltd,Josephview,Cyprus
VEND0527,Campbell Inc,West Patriciafort,Poland
VEND0528,Salinas Group,Matthewchester,Northern Mariana Islands
VEND0529,Bush-Anderson,North Stephen,Nigeria
VEND0530,"Woods, Dunn and Moore",South Steventon,Pakistan
VEND0531,Gilbert Ltd,Brianport,Puerto Rico
VEND0532,Carroll-Brown,Laurafurt,Eritrea
VEND0533,Thomas-Williams,New Elizabethburgh,Singapore
VEND0534,"Bonilla, Reed and Cohen",Shaneberg,Russian Federation
VEND0535,Pearson and Sons,Tylerton,Suriname
VEND0536,Chambers-Thomas,Liton,Chad
VEND0537,"Fisher, Guerrero and Cervantes",Danielsshire,Cape Verde
VEND0538,Todd-Clark,South Shannon,Solomon Islands
VEND0539,"Orr, King and Gordon",Jeremyport,Saint Kitts and Nevis
VEND0540,Owens-Wright,New Jennifer,Syrian Arab Republic
VEND0541,Martin-Jimenez,New David,Congo
VEND0542,Haynes-Arias,New Linda,Dominican Republic
VEND0543,"Lee, Carlson and Bowers",Laurentown,South Africa
VEND0544,"Colon, Mitchell and Rush",Morrowtown,Niger
VEND0545,Smith PLC,Lake Briannachester,Burundi
VEND0546,Bowen Group,Richardsonchester,French Southern Territories
VEND0547,Acosta-Beltran,East Kristinmouth,Nicaragua
VEND0548,Wood and Sons,New Victoria,Liechtenstein
VEND0549,"Cole, Fletcher and Johnson",North Steven,Isle of Man
VEND0550,"Campbell, Carlson and Martinez",North Carl,Northern Mariana Islands
VEND0551,Marshall LLC,Reedborough,Grenada
VEND0552,"Lloyd, Payne and Sharp",North Maria,Syrian Arab Republic
VEND0553,Aguirre-Richardson,Garciaberg,Taiwan
VEND0554,Chavez-Carter,Amandaland,Sierra Leone
VEND0555,"Yoder, Gregory and Miller",New Carl,Maldives
VEND0556,Kennedy Ltd,Leslietown,China
VEND0557,Schaefer Group,East Charlesfurt,Cambodia
VEND0558,Dillon Group,Rodriguezshire,Palestinian Territory
VEND0559,Williams Ltd,New Ryanhaven,Tokelau
VEND0560,"Mitchell, Molina and Hanson",New Janiceburgh,Equatorial Guinea
VEND0561,"Norris, Larsen and Carter",New Sonia,Cape Verde
VEND0562,Pena-Holloway,Lake Autumnborough,Cook Islands
VEND0563,Pennington Ltd,Vasquezport,Cameroon
VEND0564,Obrien-James,Myersmouth,Thailand
VEND0565,"Johnson, Callahan and Smith",Gentryshire,Turks and Caicos Islands
VEND0566,Dudley-Williams,West Donna,Algeria
VEND0567,Murphy-Ingram,Douglasville,Iran
VEND0568,Johnston-Rodriguez,Valenciafort,Saint Pierre and Miquelon
VEND0569,Ward-Sexton,West Ricky,Barbados
VEND0570,Fields LLC,Vaughnhaven,Swaziland
VEND0571,"Harris, Lutz and Mclaughlin",Tiffanyfurt,Isle of Man
VEND0572,Adkins LLC,Ericburgh,Ecuador
VEND0573,Morris PLC,Ellenmouth,Latvia
VEND0574,"Rodriguez, Miller and Wang",Carolynland,Mozambique
VEND0575,"Ayala, Anderson and Adams",Richmondview,Falkland Islands (Malvinas)
VEND0576,Benitez Inc,Lake Lauraland,Belize
VEND0577,"Lee, Wright and Murphy",Cookburgh,Tunisia
VEND0578,"Golden, Love and Matthews",Brentshire,Sweden
VEND0579,"Moore, Brewer and Calhoun",East Stephanieport,Venezuela
VEND0580,Adams-Singh,Sarahside,Cyprus
VEND0581,Matthews LLC,South Davidville,Bahamas
VEND0582,Adams-Shepherd,South Garyburgh,United States of America
VEND0583,"Nichols, Davis and Wilson",Lake Amandaview,Micronesia
VEND0584,Montgomery Ltd,South Paul,Mayotte
VEND0585,"Barron, Osborne and Lee",New Jeffreyview,Guadeloupe
VEND0586,"Carroll, Paul and Johnson",Kington,El Salvador
VEND0587,Norton-Wells,Jacksonburgh,Tanzania
VEND0588,"Hurst, Copeland and Stanley",Paulaton,United States Virgin Islands
VEND0589,"Kramer, Park and Scott",Benjaminberg,Tajikistan
VEND0590,Williams-Garrett,Mitchellmouth,France
VEND0591,"Cruz, Myers and Zimmerman",Michelleside,France
VEND0592,Tapia-Williams,Aliciastad,Congo
VEND0593,Valdez-Holland,North Catherinestad,Swaziland
VEND0594,Huynh Inc,East Leah,Albania
VEND0595,Hartman LLC,Saraberg,Guadeloupe
VEND0596,"Miller, Andrews and Jones",Julieshire,Bosnia and Herzegovina
VEND0597,Cruz PLC,North Sandra,Guam
VEND0598,Morgan LLC,Ashleefort,Cote d'Ivoire
VEND0599,Phillips Ltd,Jonesshire,Puerto Rico
VEND0600,Lewis Ltd,North Michaelmouth,Tunisia
VEND0601,Thompson and Sons,East Davidtown,Oman
VEND0602,Obrien-Powers,Lake Jordanville,Swaziland
VEND0603,Farrell LLC,Christianhaven,French Polynesia
VEND0604,Perez-Johnson,Thomastown,Bulgaria
VEND0605,Miller and Sons,Normanfort,Lithuania
VEND0606,Pena LLC,Jonesberg,Thailand
VEND0607,Dougherty-Atkinson,West Emily,Israel
VEND0608,Lane-Haynes,Blackfurt,Sweden
VEND0609,Adams-Taylor,Ryanshire,Romania
VEND0610,Andrade Group,Port Richardside,Somalia
VEND0611,Graham-Oliver,Laurentown,India
VEND0612,"Jones, Cook and Moore",West Michelle,Montenegro
VEND0613,Harris LLC,West Tinaborough,Western Sahara
VEND0614,"Valdez, Hancock and Curry",Port Kathrynburgh,San Marino
VEND0615,Cole Inc,Lake Amandastad,Bahamas
VEND0616,"Warner, Lewis and Williams",New Emily,Qatar
VEND0617,Adams Inc,Lake James,Paraguay
VEND0618,Ray-Martin,North Michaelberg,Lao People's Democratic Republic
VEND0619,Carr Ltd,Samanthachester,Cape Verde
VEND0620,Smith LLC,Michaelshire,Israel
VEND0621,Young Group,Port Gordonstad,Reunion
VEND0622,"Ali, Walls and Wright",North Jessicafurt,Denmark
VEND0623,Mckinney PLC,South Samanthaside,Mayotte
VEND0624,Wong-Mccall,Allenberg,Paraguay
VEND0625,"Williams, Mckenzie and Mueller",Lake Valerie,Solomon Islands
VEND0626,"Johnson, Walker and Evans",Lake Kimberly,Holy See (Vatican City State)
VEND0627,White-Stewart,Alexanderport,Northern Mariana Islands
VEND0628,Leonard Ltd,East Sarahview,Guinea-Bissau
VEND0629,"Allen, Wise and Doyle",Gloriamouth,Mali
VEND0630,Mitchell-Foley,Stewarttown,Sudan
VEND0631,Choi Ltd,Katieton,Senegal
VEND0632,"Peterson, King and Miranda",East Adam,Senegal
VEND0633,"Johnson, Phillips and Sellers",Port Robert,Mozambique
VEND0634,Young PLC,North Kristen,Croatia
VEND0635,Morgan Group,Lake Joseph,British Indian Ocean Territory (Chagos Archipelago)
VEND0636,Brewer Group,Aliciafurt,Ukraine
VEND0637,"Holden, Scott and Porter",Brentfort,Falkland Islands (Malvinas)
VEND0638,Sutton LLC,New Drewberg,Saint Barthelemy
VEND0639,Johnston-Martinez,Scottborough,Guadeloupe
VEND0640,Wilson-Chan,South Kyle,Saudi Arabia
VEND0641,"Richards, Bullock and Carney",South Williamland,Faroe Islands
VEND0642,"Garrett, White and Young",Sarahville,Antarctica (the territory South of 60 deg S)
VEND0643,"Swanson, Mathis and Mann",Danielfurt,Bulgaria
VEND0644,Osborne Ltd,Randolphshire,Morocco
VEND0645,"Reyes, Klein and Mcdonald",Strongfurt,Tunisia
VEND0646,Garrison and Sons,North Alex,India
VEND0647,Anderson-Arnold,Carterfurt,Uruguay
VEND0648,Thompson-Stevens,South Hailey,Netherlands Antilles
VEND0649,Watkins Ltd,North Michellemouth,Suriname
VEND0650,Guzman-Lozano,Port James,American Samoa
VEND0651,Ho-Barajas,Kellyside,Vietnam
VEND0652,Anderson-Tyler,Wrightville,Swaziland
VEND0653,Roberts-Willis,Nelsonfort,Guinea
VEND0654,"Hancock, Hodges and Allen",Claytonburgh,Tokelau
VEND0655,"Washington, Williams and Miller",Matthewshire,Vietnam
VEND0656,Barker-Harris,East Jenna,Guatemala
VEND0657,Carr and Sons,South Stephen,Belgium
VEND0658,Johnson Ltd,West Stephenfort,Hong Kong
VEND0659,Reid Group,Williamsview,United States Minor Outlying Islands
VEND0660,Vasquez-Gomez,North Adam,Pitcairn Islands
VEND0661,Clark Group,Johnsonbury,Armenia
VEND0662,"Adams, Henry and Montgomery",West Sharon,Turkmenistan
VEND0663,"Love, Wells and Davidson",Sandersfurt,South Africa
VEND0664,West Inc,Shelbyton,Chad
VEND0665,Lloyd LLC,Port Christinahaven,Colombia
VEND0666,Lopez-Carrillo,Francishaven,Belarus
VEND0667,Graves PLC,North Ericaland,Iraq
VEND0668,"Ruiz, Case and Cruz",North Stephanieborough,Armenia
VEND0669,Martin-Owens,Markfurt,Slovenia
VEND0670,Graham-Santiago,East Jillville,Eritrea
VEND0671,Rivera-Jones,New David,Maldives
VEND0672,Thompson-Hicks,Port Alexander,Burundi
VEND0673,"Ortiz, White and Hunt",North Victoria,Luxembourg
VEND0674,Clay-Barron,Rodriguezton,Iraq
VEND0675,Hall-Lynch,Sullivanland,Hungary
VEND0676,Williams Group,South Ricardostad,Pakistan
VEND0677,Johnson-Pena,Port Stacy,Indonesia
VEND0678,"Lee, Greene and Jones",South Brittneystad,Saint Lucia
VEND0679,Rojas-Reed,South Williamborough,Micronesia
VEND0680,"Martin, Calhoun and Becker",South Marissa,Hungary
VEND0681,"Bauer, Chen and Watkins",North Karenhaven,Panama
VEND0682,Ford-Johnson,Port Sandraport,Central African Republic
VEND0683,"Berry, Ross and Alexander",Jacobsonburgh,Argentina
VEND0684,Moore Inc,Walkerhaven,Oman
VEND0685,Duke-Trevino,Millermouth,Barbados
VEND0686,Sanford-Walters,North Troy,French Southern Territories
VEND0687,"Schwartz, Burnett and Martinez",Ruizview,Anguilla
VEND0688,Thomas-Ayala,Melissamouth,Turkmenistan
VEND0689,Rice Group,Port Josephstad,China
VEND0690,Lee-Flores,Sarahview,French Guiana
VEND0691,"Cole, Li and Moyer",East Aprilview,Saint Lucia
VEND0692,Pratt-Allen,East Jaredberg,San Marino
VEND0693,Clayton-Cunningham,Mooreborough,Ecuador
VEND0694,Patterson-Robinson,New Erinmouth,Hong Kong
VEND0695,Smith and Sons,West Jenniferburgh,South Africa
VEND0696,Cannon-Lee,New Kevinchester,Ukraine
VEND0697,Brown-Perez,Jasminehaven,Reunion
VEND0698,Pruitt-Sanchez,Port Rachelfort,Saint Lucia
VEND0699,"Ramirez, Gonzalez and Fisher",South Amandaburgh,French Southern Territories
VEND0700,Salinas-Garcia,Alexanderside,Romania
VEND0701,"Higgins, Davis and Anderson",Alexisland,Falkland Islands (Malvinas)
VEND0702,Schneider-Reeves,Haleyhaven,Ireland
VEND0703,"Weaver, Gilbert and Jones",Katieport,United States Virgin Islands
VEND0704,Dudley Ltd,Hernandezbury,Anguilla
VEND0705,Lowe-Fowler,Kristenland,Saint Martin
VEND0706,"Dominguez, Le and Vazquez",North Brandonside,Romania
VEND0707,Pugh Ltd,Lake Melody,Slovakia (Slovak Republic)
VEND0708,"Porter, Barron and Schmidt",Thomasbury,Oman
VEND0709,Chapman PLC,Joshuaville,Mayotte
VEND0710,Ward and Sons,Marcusmouth,Cameroon
VEND0711,"Rodriguez, Haynes and Bradford",New Matthewview,Ireland
VEND0712,"Morrison, Barton and Daugherty",Campbellland,Sri Lanka
VEND0713,"Andersen, Smith and Holloway",New Dana,Uzbekistan
VEND0714,Rojas PLC,Collinsville,Tunisia
VEND0715,Nash-Walker,Julieton,Togo
VEND0716,Lambert Ltd,West Juliaburgh,Mongolia
VEND0717,Johnson and Sons,Port Brandon,Jamaica
VEND0718,Rivera Inc,Steventown,Algeria
VEND0719,Hayes Inc,Mitchellfurt,Andorra
VEND0720,Gomez Inc,Port Davidburgh,Kazakhstan
VEND0721,Harris-Shepard,Mendezmouth,Guam
VEND0722,Hernandez PLC,West Karenville,Kazakhstan
VEND0723,"Short, Silva and Mitchell",East Barryfort,Albania
VEND0724,Elliott Ltd,East Michaelhaven,Bolivia
VEND0725,Carlson-Miller,Wrightmouth,Netherlands
VEND0726,Ellis Ltd,South Jessicashire,Luxembourg
VEND0727,Harris-Perez,Harrisfurt,Seychelles
VEND0728,Perry-Brown,Port Shelbyborough,Somalia
VEND0729,Collins-Morales,Ryanburgh,Rwanda
VEND0730,Jennings PLC,Port Kevin,Denmark
VEND0731,"Edwards, Kelly and Smith",South Charles,Finland
VEND0732,Brewer-Johnson,New Teresaborough,Cote d'Ivoire
VEND0733,"Young, Jones and Burton",South Nathanton,Haiti
VEND0734,"Brown, Archer and Walker",Allisonview,Ireland
VEND0735,"Gutierrez, Martinez and Fuentes",North Jeffery,Norway
VEND0736,Chen Ltd,Port Lauraland,Tonga
VEND0737,Ray-Long,Lake Markfort,Montserrat
VEND0738,Miller and Sons,South Gregory,Nigeria
VEND0739,"Flores, Johnson and Anderson",Davidstad,Martinique
VEND0740,Rivas-Zuniga,East Phillip,Tokelau
VEND0741,Schmitt Group,North Sandra,British Indian Ocean Territory (Chagos Archipelago)
VEND0742,Alexander PLC,East Paulville,China
VEND0743,Nichols LLC,Justinport,Japan
VEND0744,"Casey, Lewis and Thomas",Williamsborough,Denmark
VEND0745,Walsh-Williams,West Alicia,Aruba
VEND0746,Osborne-Serrano,New Danielville,Belgium
VEND0747,Gonzalez Ltd,New David,Singapore
VEND0748,Gordon and Sons,Port Abigailfort,Swaziland
VEND0749,"Marquez, Williams and Gregory",West Amber,Chad
VEND0750,"Cunningham, Johnson and Nicholson",New Charleston,American Samoa
VEND0751,Bates-Harrington,Ortizmouth,Uruguay
VEND0752,Brown-Walter,Smithfort,Cyprus
VEND0753,Sanchez-Perry,Emilymouth,United Arab Emirates
VEND0754,Combs Group,Johnsonchester,British Indian Ocean Territory (Chagos Archipelago)
VEND0755,Richards-Flynn,Galvanview,Guatemala
VEND0756,David PLC,West Danny,Bangladesh
VEND0757,"Turner, Miles and Hickman",Port Jasmine,Malta
VEND0758,Campbell Group,Lake Sheilaview,Kazakhstan
VEND0759,Hunter-Lee,Scottstad,Korea
VEND0760,"Baldwin, Garcia and King",West Oliviamouth,Sudan
VEND0761,"Conner, Lopez and Burke",Matthewsbury,Central African Republic
VEND0762,Becker Inc,Burtonville,Greece
VEND0763,Adams-Anderson,New Jeffrey,Canada
VEND0764,"Martinez, Hernandez and Rodriguez",Port Keithstad,Norfolk Island
VEND0765,Chang LLC,New Bradley,Mali
VEND0766,Johnson Inc,Dennisshire,Central African Republic
VEND0767,Myers-Huerta,Fernandezview,Pitcairn Islands
VEND0768,"Johnson, Allen and Smith",North Michaelport,Austria
VEND0769,Cooper-Perry,New Karenhaven,Mexico
VEND0770,Harvey-Lowe,North Allisonmouth,Belize
VEND0771,"Hall, Knox and Mueller",Port Jennifer,Germany
VEND0772,Ramirez LLC,Baileybury,Iran
VEND0773,Johnson-Pierce,South Justinport,Saint Lucia
VEND0774,Wright PLC,Ginaside,Papua New Guinea
VEND0775,Fuller-Molina,South Marco,Turks and Caicos Islands
VEND0776,"Lee, Wilson and Pittman",Raymondbury,Zambia
VEND0777,"Tate, Martin and Cardenas",West Ashleyborough,Micronesia
VEND0778,Odom LLC,Allenstad,Sudan
VEND0779,Wise Inc,Susanmouth,Saint Kitts and Nevis
VEND0780,Peterson-Larson,West Angela,Syrian Arab Republic
VEND0781,"Foster, Lowe and Graves",Tannershire,Greenland
VEND0782,Mills and Sons,South Susan,Syrian Arab Republic
VEND0783,Glass Group,Jayfurt,Somalia
VEND0784,Walters Group,North Andrewstad,Mongolia
VEND0785,Wood-Robinson,Marcusberg,Ghana
VEND0786,"Harrington, Patterson and Herrera",Garrettview,Georgia
VEND0787,Zimmerman-Ball,Lake Thomasmouth,Estonia
VEND0788,Kelley-Ortiz,Port Kathleenberg,Anguilla
VEND0789,Rodriguez-Jones,Sheilaton,Faroe Islands
VEND0790,Logan PLC,East Tracymouth,Bulgaria
VEND0791,Tate-Bauer,North Nicole,Finland
VEND0792,"Hurley, Peterson and Glass",Kevinburgh,Spain
VEND0793,Keller and Sons,Wilsonshire,Canada
VEND0794,"Bender, Donaldson and Hunter",North Thomas,Panama
VEND0795,"Wood, Robinson and Howell",Boydmouth,Iceland
VEND0796,"Olsen, Delgado and Perry",Garciaville,Saint Helena
VEND0797,Brown and Sons,Bushview,Netherlands Antilles
VEND0798,"Rodriguez, Fitzgerald and Pace",South Dennis,Syrian Arab Republic
VEND0799,Owen Ltd,West Jefferyview,Nigeria
VEND0800,Wong Group,New Scott,Madagascar
VEND0801,"Rodriguez, Johnson and Brooks",East Emilyport,Morocco
VEND0802,"Randolph, Crawford and Edwards",Melissaport,Denmark
VEND0803,Church Inc,Eatonside,Bouvet Island (Bouvetoya)
VEND0804,Mason-Johnston,Harringtonborough,Brunei Darussalam
VEND0805,Ward Inc,New Joseborough,Luxembourg
VEND0806,"Hawkins, Sanders and Lynn",South Loritown,Antarctica (the territory South of 60 deg S)
VEND0807,Sanford and Sons,New Laurie,Monaco
VEND0808,Carter LLC,Cabrerafort,Portugal
VEND0809,"Lawson, Rivera and Moore",Simmonsshire,Angola
VEND0810,Knapp LLC,Josephshire,Saint Helena
VEND0811,"Johnston, Martinez and Bond",Rodriguezville,Slovenia
VEND0812,"Brewer, Fisher and Reyes",South Kathleenview,Guam
VEND0813,Harrison-Green,Whitefort,Korea
VEND0814,"Miller, Thomas and Brown",Andreatown,Netherlands Antilles
VEND0815,"Campbell, Cox and Wright",Marissamouth,Croatia
VEND0816,King and Sons,Elizabethberg,Uganda
VEND0817,Mack PLC,East Lisaport,Christmas Island
VEND0818,Moore-Gilbert,Michealfurt,Cape Verde
VEND0819,Lozano-Ortiz,Pattonside,Russian Federation
VEND0820,"Tanner, Arnold and Brooks",Reneestad,Azerbaijan
VEND0821,"Bowman, Maynard and Johnson",Danielleland,Solomon Islands
VEND0822,"Willis, Warner and Herman",Williamsland,Russian Federation
VEND0823,White-Perry,Port Daniel,Kyrgyz Republic
VEND0824,Robinson and Sons,East Jayside,British Indian Ocean Territory (Chagos Archipelago)
VEND0825,Harvey and Sons,South Evelyn,Ghana
VEND0826,Patterson-Kelley,Loriland,Myanmar
VEND0827,Davis LLC,New Angela,Peru
VEND0828,Carey PLC,Danielmouth,Heard Island and McDonald Islands
VEND0829,Ward Ltd,South Justin,Ireland
VEND0830,Mejia Group,Josephhaven,Italy
VEND0831,"Ponce, Johnson and Smith",Christineport,Denmark
VEND0832,"Robinson, Fox and Sanchez",Vanessamouth,Kenya
VEND0833,Vang-Kaiser,Port Jonathan,French Southern Territories
VEND0834,Hernandez-Smith,New Beverlyland,Congo
VEND0835,Powell and Sons,Chenside,Austria
VEND0836,Gonzalez and Sons,Debraborough,Bolivia
VEND0837,Kidd and Sons,Fieldsmouth,Saint Lucia
VEND0838,Marshall Group,Johnsonstad,Russian Federation
VEND0839,Barron Ltd,Gordonside,Togo
VEND0840,Ward PLC,New Bryanhaven,Palestinian Territory
VEND0841,"Ferguson, Huffman and Dougherty",New Cody,Guyana
VEND0842,"Reyes, Smith and Huerta",Hamptonton,Serbia
VEND0843,"Peterson, Arnold and Spencer",Allisonton,Lao People's Democratic Republic
VEND0844,"Reynolds, Collins and Phillips",Sabrinaland,Ghana
VEND0845,Green Ltd,West Michael,Lebanon
VEND0846,"Wilson, Newman and Coleman",Kruegerton,Mauritius
VEND0847,Hill and Sons,Brandifort,Papua New Guinea
VEND0848,"White, Nichols and Fuller",West Kelly,Thailand
VEND0849,Anderson-Young,Aprilfort,Liberia
VEND0850,Henderson-Hartman,South Christophershire,Senegal
VEND0851,Clark-May,Nicolefurt,Iraq
VEND0852,Vasquez LLC,Virginialand,Solomon Islands
VEND0853,"Vargas, Hoover and Garcia",New Williamshire,Burkina Faso
VEND0854,Nelson Ltd,Lake Johnnyburgh,Honduras
VEND0855,Allen Ltd,South Katherineburgh,Turkey
VEND0856,Escobar LLC,West Lori,Georgia
VEND0857,Coleman PLC,Khanberg,Egypt
VEND0858,"Craig, Meza and Mccoy",Marymouth,Uzbekistan
VEND0859,"Craig, Howard and Schultz",Port Michael,Falkland Islands (Malvinas)
VEND0860,Kim-Cooper,Housefurt,Korea
VEND0861,Mccarthy LLC,Kimberlyport,Rwanda
VEND0862,"Bailey, Lambert and Curtis",East Sarah,Fiji
VEND0863,"Walker, Kramer and Thomas",Lake Johnmouth,United Arab Emirates
VEND0864,Cross-Callahan,Jessicaburgh,Kuwait
VEND0865,Jones-Moyer,East Gloria,Wallis and Futuna
VEND0866,Mckay and Sons,Christopherberg,Saint Helena
VEND0867,"Thomas, Harris and Sanchez",Ryanborough,Qatar
VEND0868,Campos-Johnson,Keithchester,Bosnia and Herzegovina
VEND0869,Hendricks-Fisher,Lake Heather,Grenada
VEND0870,Bright and Sons,West Jeffrey,Nicaragua
VEND0871,"Hill, Vargas and Anderson",East Jennifer,Christmas Island
VEND0872,Mills Group,West Laurenchester,American Samoa
VEND0873,Bryant Ltd,Lake Kevin,Australia
VEND0874,Dixon-Phillips,Gregorymouth,Mexico
VEND0875,Williams Group,West Christopherberg,Yemen
VEND0876,Bell-Graham,East Stephen,Gambia
VEND0877,Kaufman and Sons,East Barbara,Netherlands
VEND0878,Jackson Group,South Steven,Solomon Islands
VEND0879,Torres LLC,Port Cassandra,Bouvet Island (Bouvetoya)
VEND0880,"Jones, Rush and Gutierrez",South Valerie,French Guiana
VEND0881,Fitzpatrick PLC,Jeffreymouth,British Indian Ocean Territory (Chagos Archipelago)
VEND0882,Moore PLC,Joshuamouth,Wallis and Futuna
VEND0883,Larsen-Harrison,South Jessicafort,Ukraine
VEND0884,Giles-Gilbert,West Jeremy,Saint Martin
VEND0885,Henry-Lopez,North Dean,Saint Kitts and Nevis
VEND0886,Horne LLC,North Albert,Palau
VEND0887,"Preston, Smith and Smith",Thompsonfurt,Suriname
VEND0888,Barnes LLC,Lucasside,Uganda
VEND0889,Foster-Wise,Powellmouth,Saint Martin
VEND0890,"Lee, Hernandez and Moss",Port Diana,Chile
VEND0891,Welch and Sons,West Susan,Mozambique
VEND0892,Cruz-Richardson,Lake Tylerberg,Liberia
VEND0893,"Patrick, Koch and Brown",Port Maryland,Somalia
VEND0894,Rios PLC,Kathrynfort,Ecuador
VEND0895,Nguyen Ltd,Nicholehaven,Kuwait
VEND0896,Carr-Williams,West Douglas,Trinidad and Tobago
VEND0897,Rogers Inc,Lake Williamchester,Costa Rica
VEND0898,Williams-Scott,Williamsstad,Ukraine
VEND0899,Martinez Ltd,Joshuaborough,Ecuador
VEND0900,"Padilla, Ferguson and Fox",Fowlerport,Guatemala
VEND0901,Williams-Decker,Cooperton,United Kingdom
VEND0902,Terry Inc,Brandonbury,Cocos (Keeling) Islands
VEND0903,Jones-Richards,Port Emilyfurt,Isle of Man
VEND0904,"Rodriguez, Hensley and Salazar",Stevensmouth,Mongolia
VEND0905,Kennedy Inc,Weissmouth,Uruguay
VEND0906,"Martin, Wood and Strickland",Woodburgh,San Marino
VEND0907,"Munoz, Paul and Gutierrez",East Leroy,Gambia
VEND0908,Chung-Armstrong,Singhview,Fiji
VEND0909,"Chambers, Fisher and Davis",Port Michelleshire,Saint Helena
VEND0910,Williams Inc,Dodsonbury,Bulgaria
VEND0911,Lamb Group,East Rachel,Dominica
VEND0912,Martin and Sons,East John,Belgium
VEND0913,Brown Group,Port Carlosshire,Croatia
VEND0914,Mason Ltd,Lake Williamville,New Caledonia
VEND0915,"Harvey, Simmons and Wells",Kellyland,Timor-Leste
VEND0916,"Patterson, Lopez and George",Port Bruce,Taiwan
VEND0917,Hall-Murphy,Michaelfurt,Cyprus
VEND0918,Hubbard Inc,Martinezshire,French Guiana
VEND0919,"Thomas, Mann and Ramirez",North Noah,Saint Lucia
VEND0920,"Castro, Ford and Williams",Port Matthew,Italy
VEND0921,"Fuentes, Meyer and Fernandez",Hernandezville,Latvia
